flybase_transcript_id	pfam	pfam_start	pfam_end
FBtr0088462	PF02785	377	485
FBtr0088462	PF02786	153	361
FBtr0088463	PF00043	132	201
FBtr0088463	PF02798	8	77
FBtr0088464	PF00043	132	201
FBtr0088464	PF02798	8	77
FBtr0088467	PF00089	62	301
FBtr0088468	PF00400	48	86
FBtr0088468	PF00400	137	173
FBtr0088468	PF00400	271	296
FBtr0088469	PF02234	53	93
FBtr0088471	PF00520	385	679
FBtr0088471	PF08344	187	249
FBtr0088471	PF13606	155	179
FBtr0088473	PF00520	385	679
FBtr0088473	PF08344	187	249
FBtr0088473	PF13606	155	179
FBtr0088474	PF00209	74	589
FBtr0088476	PF00059	51	162
FBtr0088477	PF00096	229	251
FBtr0088477	PF00096	285	307
FBtr0088477	PF00096	314	335
FBtr0088478	PF03473	212	335
FBtr0088478	PF03476	51	174
FBtr0088482	PF05460	6	94
FBtr0088485	PF01423	152	251
FBtr0088486	NA	NA	NA
FBtr0088487	NA	NA	NA
FBtr0088490	NA	NA	NA
FBtr0088492	PF15865	23	377
FBtr0088493	NA	NA	NA
FBtr0088494	NA	NA	NA
FBtr0088495	PF07885	186	245
FBtr0088495	PF07885	823	900
FBtr0088496	NA	NA	NA
FBtr0088499	PF00899	200	570
FBtr0088499	PF00899	587	1084
FBtr0088499	PF09358	1094	1186
FBtr0088499	PF10585	773	1023
FBtr0088499	PF16190	373	442
FBtr0088499	PF16191	443	509
FBtr0088501	PF00045	568	610
FBtr0088501	PF00045	615	653
FBtr0088501	PF00045	663	693
FBtr0088501	PF00413	143	301
FBtr0088501	PF01471	52	101
FBtr0088502	PF00650	117	255
FBtr0088503	PF02949	59	366
FBtr0088505	NA	NA	NA
FBtr0088506	PF01569	198	348
FBtr0088508	PF02518	244	366
FBtr0088508	PF10436	32	192
FBtr0088512	PF00110	33	352
FBtr0088519	PF02949	70	385
FBtr0088520	PF00245	72	510
FBtr0088521	PF05761	14	457
FBtr0088522	PF05761	100	543
FBtr0088523	PF05761	2	404
FBtr0088524	PF01208	11	354
FBtr0088525	PF01198	16	97
FBtr0088526	PF01198	16	97
FBtr0088527	PF01198	16	97
FBtr0088530	NA	NA	NA
FBtr0088531	PF00650	112	248
FBtr0088532	PF00650	112	248
FBtr0088533	PF05773	16	140
FBtr0088533	PF06544	175	257
FBtr0088534	PF00650	109	250
FBtr0088535	PF00001	48	303
FBtr0088541	PF10639	8	123
FBtr0088542	PF00856	226	520
FBtr0088542	PF01753	258	298
FBtr0088547	PF15992	48	327
FBtr0088548	PF00640	89	241
FBtr0088549	PF00640	89	241
FBtr0088550	PF00640	89	241
FBtr0088551	NA	NA	NA
FBtr0088552	PF01569	195	348
FBtr0088553	PF01569	116	269
FBtr0088554	PF06858	236	292
FBtr0088554	PF08155	397	448
FBtr0088554	PF17835	6	165
FBtr0088555	PF12799	95	133
FBtr0088557	NA	NA	NA
FBtr0088558	NA	NA	NA
FBtr0088559	NA	NA	NA
FBtr0088560	PF01773	187	256
FBtr0088560	PF07662	368	578
FBtr0088560	PF07670	267	363
FBtr0088561	PF01773	186	255
FBtr0088561	PF07662	367	577
FBtr0088561	PF07670	266	362
FBtr0088562	PF01773	187	256
FBtr0088562	PF07662	368	578
FBtr0088562	PF07670	267	363
FBtr0088564	PF00270	31	196
FBtr0088564	PF00271	239	346
FBtr0088565	PF13181	446	472
FBtr0088565	PF13432	518	578
FBtr0088565	PF13432	809	862
FBtr0088566	PF06638	44	581
FBtr0088567	PF00076	75	144
FBtr0088568	PF10258	243	326
FBtr0088569	PF10258	147	230
FBtr0088570	PF02891	368	417
FBtr0088570	PF14324	172	323
FBtr0088571	PF02891	368	417
FBtr0088571	PF14324	172	323
FBtr0088572	PF02891	368	417
FBtr0088572	PF14324	172	323
FBtr0088573	PF02891	332	381
FBtr0088573	PF14324	136	287
FBtr0088574	PF02891	332	381
FBtr0088574	PF14324	136	287
FBtr0088575	PF02891	332	381
FBtr0088575	PF14324	136	287
FBtr0088576	PF02891	321	370
FBtr0088576	PF14324	125	276
FBtr0088577	PF02891	321	370
FBtr0088577	PF14324	125	276
FBtr0088578	PF02891	321	370
FBtr0088578	PF14324	125	276
FBtr0088579	PF13417	6	83
FBtr0088579	PF14497	139	194
FBtr0088580	PF00561	205	453
FBtr0088581	NA	NA	NA
FBtr0088582	PF03371	10	174
FBtr0088582	PF12871	179	264
FBtr0088583	PF07690	57	450
FBtr0088586	PF00046	320	376
FBtr0088587	PF05827	248	375
FBtr0088588	PF05827	248	375
FBtr0088591	PF00067	64	501
FBtr0088592	PF00067	51	505
FBtr0088593	PF00067	57	505
FBtr0088594	NA	NA	NA
FBtr0088595	PF06419	35	627
FBtr0088596	PF06419	35	312
FBtr0088597	PF02017	9	84
FBtr0088598	PF01582	258	344
FBtr0088599	PF05557	80	726
FBtr0088600	PF07818	161	255
FBtr0088601	PF00069	865	1121
FBtr0088601	PF00433	1143	1185
FBtr0088601	PF02185	43	99
FBtr0088601	PF02185	156	219
FBtr0088601	PF02185	255	318
FBtr0088602	PF00069	1082	1338
FBtr0088602	PF00433	1360	1402
FBtr0088602	PF02185	43	99
FBtr0088602	PF02185	156	219
FBtr0088602	PF02185	255	318
FBtr0088603	PF00069	880	1136
FBtr0088603	PF00433	1158	1200
FBtr0088603	PF02185	58	114
FBtr0088603	PF02185	171	234
FBtr0088603	PF02185	270	333
FBtr0088604	PF00069	1097	1353
FBtr0088604	PF00433	1375	1417
FBtr0088604	PF02185	58	114
FBtr0088604	PF02185	171	234
FBtr0088604	PF02185	270	333
FBtr0088605	PF00069	265	521
FBtr0088605	PF00433	543	585
FBtr0088606	PF00084	700	743
FBtr0088606	PF00084	770	802
FBtr0088606	PF00084	807	865
FBtr0088606	PF00084	869	927
FBtr0088607	PF00084	725	768
FBtr0088607	PF00084	795	827
FBtr0088607	PF00084	832	890
FBtr0088607	PF00084	894	952
FBtr0088608	PF00084	700	743
FBtr0088608	PF00084	770	802
FBtr0088608	PF00084	807	865
FBtr0088609	PF00066	208	240
FBtr0088609	PF11380	93	197
FBtr0088609	PF17101	64	90
FBtr0088609	PF17102	374	422
FBtr0088609	PF17103	561	617
FBtr0088611	PF00153	24	113
FBtr0088611	PF00153	121	212
FBtr0088611	PF00153	223	300
FBtr0088618	PF00226	1304	1357
FBtr0088618	PF14237	972	1026
FBtr0088620	PF07690	139	466
FBtr0088621	PF07690	9	335
FBtr0088622	PF07690	8	386
FBtr0088623	PF03357	20	193
FBtr0088624	PF04739	273	340
FBtr0088624	PF16561	156	238
FBtr0088625	PF04739	152	219
FBtr0088625	PF16561	35	117
FBtr0088626	PF02141	99	282
FBtr0088626	PF03455	346	386
FBtr0088626	PF03456	43	94
FBtr0088628	PF05285	409	711
FBtr0088628	PF08158	62	113
FBtr0088630	PF00408	545	588
FBtr0088630	PF02878	63	204
FBtr0088630	PF02879	233	339
FBtr0088630	PF02880	352	479
FBtr0088631	PF01171	52	230
FBtr0088631	PF16503	281	311
FBtr0088632	NA	NA	NA
FBtr0088633	PF01513	51	289
FBtr0088635	PF00041	968	1047
FBtr0088635	PF07679	73	154
FBtr0088635	PF07679	879	963
FBtr0088635	PF08205	190	266
FBtr0088635	PF08205	398	453
FBtr0088635	PF08205	587	665
FBtr0088635	PF13927	285	361
FBtr0088635	PF13927	482	558
FBtr0088635	PF13927	677	754
FBtr0088635	PF13927	773	847
FBtr0088636	PF00160	227	359
FBtr0088636	PF13879	60	155
FBtr0088637	PF00520	4886	5030
FBtr0088637	PF00622	665	800
FBtr0088637	PF00622	1093	1214
FBtr0088637	PF00622	1532	1670
FBtr0088637	PF01365	442	641
FBtr0088637	PF01365	2226	2457
FBtr0088637	PF02026	854	944
FBtr0088637	PF02026	967	1055
FBtr0088637	PF02026	2831	2920
FBtr0088637	PF02026	2954	3037
FBtr0088637	PF02815	211	391
FBtr0088637	PF06459	4511	4761
FBtr0088637	PF08454	4007	4122
FBtr0088637	PF08709	12	203
FBtr0088638	PF00520	4872	5016
FBtr0088638	PF00622	665	800
FBtr0088638	PF00622	1093	1214
FBtr0088638	PF00622	1532	1670
FBtr0088638	PF01365	442	641
FBtr0088638	PF01365	2212	2443
FBtr0088638	PF02026	854	944
FBtr0088638	PF02026	967	1055
FBtr0088638	PF02026	2817	2906
FBtr0088638	PF02026	2940	3023
FBtr0088638	PF02815	211	391
FBtr0088638	PF06459	4497	4747
FBtr0088638	PF08454	3993	4108
FBtr0088638	PF08709	12	203
FBtr0088639	PF00520	4872	5016
FBtr0088639	PF00622	665	800
FBtr0088639	PF00622	1093	1214
FBtr0088639	PF00622	1532	1670
FBtr0088639	PF01365	442	641
FBtr0088639	PF01365	2212	2443
FBtr0088639	PF02026	854	944
FBtr0088639	PF02026	967	1055
FBtr0088639	PF02026	2817	2906
FBtr0088639	PF02026	2940	3023
FBtr0088639	PF02815	211	391
FBtr0088639	PF06459	4497	4747
FBtr0088639	PF08454	3993	4108
FBtr0088639	PF08709	12	203
FBtr0088640	PF00520	4886	5030
FBtr0088640	PF00622	665	800
FBtr0088640	PF00622	1093	1214
FBtr0088640	PF00622	1532	1670
FBtr0088640	PF01365	442	641
FBtr0088640	PF01365	2226	2457
FBtr0088640	PF02026	854	944
FBtr0088640	PF02026	967	1055
FBtr0088640	PF02026	2831	2920
FBtr0088640	PF02026	2954	3037
FBtr0088640	PF02815	211	391
FBtr0088640	PF06459	4511	4761
FBtr0088640	PF08454	4007	4122
FBtr0088640	PF08709	12	203
FBtr0088641	PF04912	16	375
FBtr0088642	PF12931	545	745
FBtr0088643	PF12931	546	746
FBtr0088644	NA	NA	NA
FBtr0088645	PF00631	7	70
FBtr0088646	PF00631	7	70
FBtr0088647	PF00631	7	70
FBtr0088650	PF04003	439	543
FBtr0088651	PF14694	441	801
FBtr0088651	PF14695	814	850
FBtr0088652	PF01412	19	131
FBtr0088653	PF06271	123	225
FBtr0088654	PF00929	1036	1208
FBtr0088654	PF13423	505	940
FBtr0088656	PF00014	59	111
FBtr0088657	PF08038	8	52
FBtr0088658	PF01064	128	210
FBtr0088658	PF07714	325	610
FBtr0088658	PF08515	295	322
FBtr0088659	PF01064	128	203
FBtr0088659	PF07714	304	589
FBtr0088659	PF08515	274	301
FBtr0088660	PF15860	95	182
FBtr0088661	PF13516	248	268
FBtr0088662	PF01490	95	499
FBtr0088663	PF00372	149	412
FBtr0088663	PF03722	25	140
FBtr0088663	PF03723	422	675
FBtr0088664	PF01401	24	601
FBtr0088665	PF00089	612	845
FBtr0088666	PF00089	142	380
FBtr0088671	NA	NA	NA
FBtr0088674	PF09742	1	676
FBtr0088675	PF14675	58	277
FBtr0088675	PF14676	382	522
FBtr0088675	PF14677	811	1030
FBtr0088675	PF14678	1041	1296
FBtr0088675	PF14680	547	767
FBtr0088676	PF01588	168	260
FBtr0088678	NA	NA	NA
FBtr0088679	PF00342	59	550
FBtr0088680	PF00342	59	550
FBtr0088681	PF00342	59	550
FBtr0088682	PF14469	137	263
FBtr0088683	PF00118	40	529
FBtr0088684	PF07904	29	104
FBtr0088685	NA	NA	NA
FBtr0088686	PF12937	13	45
FBtr0088686	PF13516	318	342
FBtr0088686	PF13516	346	364
FBtr0088686	PF13516	535	553
FBtr0088688	NA	NA	NA
FBtr0088710	PF00651	57	164
FBtr0088711	NA	NA	NA
FBtr0088712	NA	NA	NA
FBtr0088713	NA	NA	NA
FBtr0088714	NA	NA	NA
FBtr0088715	NA	NA	NA
FBtr0088716	NA	NA	NA
FBtr0088717	NA	NA	NA
FBtr0089342	PF00651	22	117
FBtr0089343	PF00651	22	117
FBtr0089344	PF00096	526	546
FBtr0089344	PF00651	22	117
FBtr0089345	PF00651	22	117
FBtr0089346	PF00651	22	117
FBtr0089347	PF00651	22	117
FBtr0089347	PF13909	821	845
FBtr0089348	PF00096	505	527
FBtr0089348	PF00096	536	555
FBtr0089348	PF00651	22	117
FBtr0089349	PF00651	22	117
FBtr0089350	PF00651	22	117
FBtr0089350	PF13909	935	956
FBtr0089351	PF00651	22	117
FBtr0089352	PF00651	22	117
FBtr0089353	PF00096	463	483
FBtr0089353	PF00096	495	517
FBtr0089353	PF00651	22	117
FBtr0089355	PF00651	22	117
FBtr0089356	PF00651	22	117
FBtr0089357	PF00651	22	117
FBtr0089357	PF13909	821	845
FBtr0089359	PF00651	22	117
FBtr0089360	PF00096	732	754
FBtr0089360	PF00651	22	117
FBtr0089361	PF00651	22	117
FBtr0089362	PF00651	22	117
FBtr0089363	PF00651	22	117
FBtr0089364	PF00651	22	117
FBtr0089365	PF00651	22	117
FBtr0089366	PF00651	22	117
FBtr0089379	PF00024	155	232
FBtr0089379	PF00024	245	319
FBtr0089379	PF00024	351	424
FBtr0089379	PF00024	936	997
FBtr0089380	PF00024	155	232
FBtr0089380	PF00024	245	319
FBtr0089380	PF00024	351	424
FBtr0089380	PF00024	936	997
FBtr0089381	PF00024	155	232
FBtr0089381	PF00024	245	319
FBtr0089381	PF00024	351	424
FBtr0089381	PF00024	936	997
FBtr0089382	PF00024	155	232
FBtr0089382	PF00024	245	319
FBtr0089382	PF00024	351	424
FBtr0089382	PF00024	936	997
FBtr0089394	PF00957	123	210
FBtr0089394	PF13774	31	107
FBtr0089418	PF00067	63	506
FBtr0089419	PF00067	63	506
FBtr0089674	PF00083	14	437
FBtr0089728	NA	NA	NA
FBtr0089729	NA	NA	NA
FBtr0089758	PF04516	390	553
FBtr0089758	PF04516	589	626
FBtr0089758	PF18016	730	791
FBtr0089759	PF04516	377	540
FBtr0089759	PF04516	576	613
FBtr0089759	PF18016	717	778
FBtr0089931	PF00071	485	652
FBtr0089932	PF00071	187	354
FBtr0089933	PF00071	21	188
FBtr0089934	PF00071	187	354
FBtr0089938	PF00080	40	178
FBtr0089939	PF00080	40	178
FBtr0089998	PF00227	31	214
FBtr0089998	PF10584	8	30
FBtr0091758	PF06477	67	152
FBtr0091759	PF06477	66	152
FBtr0091775	PF10215	1	33
FBtr0091804	NA	NA	NA
FBtr0100088	PF00059	38	140
FBtr0100109	NA	NA	NA
FBtr0100119	PF00084	725	768
FBtr0100119	PF00084	795	827
FBtr0100119	PF00084	832	890
FBtr0100182	PF00244	12	232
FBtr0100183	PF00244	12	232
FBtr0100230	PF01070	16	357
FBtr0100286	PF00651	22	117
FBtr0100460	PF00622	468	584
FBtr0100460	PF10607	655	940
FBtr0100606	PF05225	303	341
FBtr0100606	PF05225	358	395
FBtr0100606	PF05225	412	457
FBtr0100606	PF05225	464	507
FBtr0100607	PF05225	303	341
FBtr0100607	PF05225	358	395
FBtr0100607	PF05225	412	457
FBtr0100607	PF05225	464	507
FBtr0110892	PF00089	535	768
FBtr0110897	PF00080	40	178
FBtr0111043	PF00041	968	1047
FBtr0111043	PF07679	73	154
FBtr0111043	PF07679	879	963
FBtr0111043	PF08205	190	266
FBtr0111043	PF08205	398	453
FBtr0111043	PF08205	587	665
FBtr0111043	PF13927	285	361
FBtr0111043	PF13927	482	558
FBtr0111043	PF13927	677	754
FBtr0111043	PF13927	773	847
FBtr0112412	NA	NA	NA
FBtr0112413	PF01607	668	721
FBtr0112415	NA	NA	NA
FBtr0112416	NA	NA	NA
FBtr0112417	NA	NA	NA
FBtr0112418	NA	NA	NA
FBtr0112420	NA	NA	NA
FBtr0112560	PF00089	798	1035
FBtr0112672	PF04054	2119	2476
FBtr0112672	PF12842	1500	1643
FBtr0112672	PF16415	1148	1369
FBtr0112672	PF16417	884	1072
FBtr0112672	PF16418	576	731
FBtr0112673	PF04054	2117	2474
FBtr0112673	PF12842	1500	1643
FBtr0112673	PF16415	1148	1369
FBtr0112673	PF16417	884	1072
FBtr0112673	PF16418	576	731
FBtr0112674	PF04054	1834	2191
FBtr0112674	PF12842	1215	1358
FBtr0112674	PF16415	863	1084
FBtr0112674	PF16417	599	787
FBtr0112674	PF16418	291	446
FBtr0112799	PF00104	260	429
FBtr0112799	PF00105	21	89
FBtr0112892	PF02518	244	366
FBtr0112892	PF10436	32	192
FBtr0112897	PF00069	1176	1432
FBtr0112897	PF00433	1454	1496
FBtr0112897	PF02185	137	193
FBtr0112897	PF02185	250	313
FBtr0112897	PF02185	349	412
FBtr0112901	PF00027	143	223
FBtr0112901	PF00027	261	345
FBtr0112902	PF00027	143	223
FBtr0112902	PF00027	261	345
FBtr0112905	PF00004	263	392
FBtr0112905	PF00004	536	669
FBtr0112905	PF02359	47	128
FBtr0112905	PF02933	149	210
FBtr0112905	PF09336	739	783
FBtr0112905	PF17862	415	456
FBtr0112905	PF17862	692	733
FBtr0112906	PF00004	196	325
FBtr0112906	PF00004	469	602
FBtr0112906	PF02359	1	61
FBtr0112906	PF02933	82	143
FBtr0112906	PF09336	672	716
FBtr0112906	PF17862	348	389
FBtr0112906	PF17862	625	666
FBtr0112930	PF02017	76	151
FBtr0113060	PF10639	8	107
FBtr0113061	NA	NA	NA
FBtr0113062	PF00086	86	134
FBtr0113062	PF00086	315	370
FBtr0113062	PF07648	37	77
FBtr0113062	PF10591	197	277
FBtr0113062	PF10591	422	483
FBtr0113063	PF00149	217	421
FBtr0113063	PF02872	495	651
FBtr0113064	PF00179	46	179
FBtr0113356	PF15893	756	984
FBtr0113357	PF15893	416	644
FBtr0114569	PF00595	161	227
FBtr0114569	PF00625	351	536
FBtr0114569	PF02828	77	126
FBtr0114569	PF07653	243	306
FBtr0114570	PF00595	143	217
FBtr0114570	PF00625	380	565
FBtr0114570	PF02828	77	126
FBtr0114570	PF07653	233	296
FBtr0114598	PF07690	101	513
FBtr0273274	PF00957	45	130
FBtr0273275	PF00957	22	108
FBtr0273343	NA	NA	NA
FBtr0273384	PF00089	1430	1667
FBtr0273385	PF00089	1449	1686
FBtr0289962	NA	NA	NA
FBtr0289990	PF00753	56	191
FBtr0290033	PF05482	1	471
FBtr0290115	NA	NA	NA
FBtr0290278	NA	NA	NA
FBtr0290279	NA	NA	NA
FBtr0290287	PF01223	114	353
FBtr0299825	PF00018	379	424
FBtr0299825	PF00018	448	493
FBtr0299825	PF02208	21	62
FBtr0299825	PF14604	578	628
FBtr0299826	PF00018	2114	2159
FBtr0299826	PF00018	2183	2228
FBtr0299826	PF14604	2313	2363
FBtr0299828	PF00018	62	107
FBtr0299828	PF00018	131	176
FBtr0299828	PF14604	261	311
FBtr0299829	PF00018	379	424
FBtr0299829	PF00018	448	493
FBtr0299829	PF02208	21	62
FBtr0299829	PF14604	578	628
FBtr0299830	NA	NA	NA
FBtr0299832	PF00520	72	302
FBtr0299832	PF03520	413	534
FBtr0299833	PF00520	38	268
FBtr0299833	PF03520	379	500
FBtr0299834	NA	NA	NA
FBtr0299845	PF03859	425	537
FBtr0299846	PF01833	1078	1156
FBtr0299846	PF03859	262	374
FBtr0299847	PF01833	1078	1156
FBtr0299847	PF03859	262	374
FBtr0299853	NA	NA	NA
FBtr0299854	NA	NA	NA
FBtr0299855	NA	NA	NA
FBtr0299856	NA	NA	NA
FBtr0299915	PF10174	114	280
FBtr0299915	PF10174	280	565
FBtr0299916	PF10174	114	280
FBtr0299916	PF10174	280	565
FBtr0299929	PF00069	34	289
FBtr0299930	PF00069	34	289
FBtr0299994	PF18044	95	116
FBtr0300173	PF01773	187	259
FBtr0300173	PF07662	371	581
FBtr0300180	PF00561	118	366
FBtr0300245	PF10174	160	330
FBtr0300245	PF10174	326	611
FBtr0300293	PF04707	21	165
FBtr0300369	NA	NA	NA
FBtr0300501	NA	NA	NA
FBtr0300527	PF03859	425	537
FBtr0300542	PF10174	114	280
FBtr0300542	PF10174	280	565
FBtr0300578	PF00002	2812	3029
FBtr0300578	PF00008	1486	1510
FBtr0300578	PF00008	1760	1789
FBtr0300578	PF00028	364	455
FBtr0300578	PF00028	470	572
FBtr0300578	PF00028	586	679
FBtr0300578	PF00028	696	785
FBtr0300578	PF00028	799	888
FBtr0300578	PF00028	902	997
FBtr0300578	PF00028	1012	1103
FBtr0300578	PF00028	1121	1210
FBtr0300578	PF00053	2095	2134
FBtr0300578	PF02210	1584	1735
FBtr0300578	PF02210	1826	1944
FBtr0300578	PF16489	2291	2543
FBtr0300599	PF01064	128	198
FBtr0300599	PF07714	298	583
FBtr0300599	PF08515	268	295
FBtr0300649	PF06858	236	292
FBtr0300649	PF08155	397	448
FBtr0300649	PF17835	6	165
FBtr0300706	NA	NA	NA
FBtr0300719	PF01529	128	201
FBtr0300850	PF00289	39	147
FBtr0300850	PF00364	1130	1196
FBtr0300850	PF00682	584	854
FBtr0300850	PF02436	880	1078
FBtr0300850	PF02785	377	485
FBtr0300850	PF02786	153	361
FBtr0300862	PF00079	18	382
FBtr0300919	NA	NA	NA
FBtr0300920	NA	NA	NA
FBtr0300921	NA	NA	NA
FBtr0300922	NA	NA	NA
FBtr0300944	PF00080	88	226
FBtr0301076	NA	NA	NA
FBtr0301077	NA	NA	NA
FBtr0301131	PF00018	2161	2206
FBtr0301131	PF00018	2230	2275
FBtr0301131	PF14604	2360	2410
FBtr0301191	PF00089	126	362
FBtr0301192	PF00089	300	536
FBtr0301193	PF00089	316	552
FBtr0301281	PF00755	171	759
FBtr0301281	PF16484	1	45
FBtr0301282	PF00755	171	759
FBtr0301282	PF16484	1	45
FBtr0301443	PF00520	72	302
FBtr0301443	PF03520	413	534
FBtr0301444	PF00520	72	302
FBtr0301444	PF03520	612	719
FBtr0301511	PF00069	959	1215
FBtr0301511	PF00433	1237	1279
FBtr0301511	PF02185	137	193
FBtr0301511	PF02185	250	313
FBtr0301511	PF02185	349	412
FBtr0301512	NA	NA	NA
FBtr0301527	PF08423	79	295
FBtr0301639	NA	NA	NA
FBtr0301662	PF00520	385	679
FBtr0301662	PF08344	187	249
FBtr0301662	PF13606	155	179
FBtr0301706	PF00059	46	156
FBtr0301766	PF03859	425	537
FBtr0301965	PF00018	1492	1537
FBtr0301965	PF00018	1561	1606
FBtr0301965	PF14604	1691	1741
FBtr0302050	PF00089	62	301
FBtr0302122	PF04054	2119	2473
FBtr0302122	PF12842	1500	1643
FBtr0302122	PF16415	1148	1369
FBtr0302122	PF16417	884	1072
FBtr0302122	PF16418	576	731
FBtr0302176	PF01237	106	400
FBtr0302222	NA	NA	NA
FBtr0302495	PF13417	6	83
FBtr0302495	PF14497	139	194
FBtr0302496	PF00561	205	453
FBtr0302497	PF02141	99	282
FBtr0302497	PF03455	346	386
FBtr0302497	PF03456	43	94
FBtr0302498	PF02141	99	282
FBtr0302498	PF03455	346	386
FBtr0302498	PF03456	43	94
FBtr0302504	PF00005	517	651
FBtr0302504	PF00005	1136	1283
FBtr0302504	PF00664	175	437
FBtr0302504	PF00664	795	1039
FBtr0302505	PF02891	321	370
FBtr0302505	PF14324	125	276
FBtr0302506	PF02891	332	381
FBtr0302506	PF14324	136	287
FBtr0302507	PF02891	368	417
FBtr0302507	PF14324	172	323
FBtr0302511	PF00153	20	111
FBtr0302511	PF00153	122	199
FBtr0302512	PF00153	24	113
FBtr0302512	PF00153	121	212
FBtr0302512	PF00153	223	307
FBtr0302517	PF01485	850	956
FBtr0302517	PF01485	978	1016
FBtr0302603	PF00069	950	1206
FBtr0302603	PF00433	1228	1270
FBtr0302603	PF02185	58	114
FBtr0302603	PF02185	171	234
FBtr0302603	PF02185	270	333
FBtr0302604	PF00069	1029	1285
FBtr0302604	PF00433	1307	1349
FBtr0302604	PF02185	137	193
FBtr0302604	PF02185	250	313
FBtr0302604	PF02185	349	412
FBtr0302718	PF00379	149	204
FBtr0302719	PF00379	149	204
FBtr0303080	PF03493	518	619
FBtr0303080	PF07885	300	362
FBtr0303081	PF03493	518	619
FBtr0303081	PF07885	300	362
FBtr0303082	PF03493	532	633
FBtr0303082	PF07885	314	376
FBtr0303083	PF03493	451	552
FBtr0303083	PF07885	233	295
FBtr0303084	NA	NA	NA
FBtr0303085	NA	NA	NA
FBtr0303086	NA	NA	NA
FBtr0303149	PF08395	12	357
FBtr0303156	NA	NA	NA
FBtr0303157	NA	NA	NA
FBtr0303223	PF00002	2812	3029
FBtr0303223	PF00008	1486	1510
FBtr0303223	PF00008	1760	1789
FBtr0303223	PF00028	364	455
FBtr0303223	PF00028	470	572
FBtr0303223	PF00028	586	679
FBtr0303223	PF00028	696	785
FBtr0303223	PF00028	799	888
FBtr0303223	PF00028	902	997
FBtr0303223	PF00028	1012	1103
FBtr0303223	PF00028	1121	1210
FBtr0303223	PF00053	2095	2134
FBtr0303223	PF02210	1584	1735
FBtr0303223	PF02210	1826	1944
FBtr0303223	PF16489	2291	2543
FBtr0304041	PF10210	31	121
FBtr0304568	PF00520	4876	5020
FBtr0304568	PF00622	669	804
FBtr0304568	PF00622	1097	1218
FBtr0304568	PF00622	1536	1674
FBtr0304568	PF01365	446	645
FBtr0304568	PF01365	2216	2447
FBtr0304568	PF02026	858	948
FBtr0304568	PF02026	971	1059
FBtr0304568	PF02026	2821	2910
FBtr0304568	PF02026	2944	3027
FBtr0304568	PF02815	215	395
FBtr0304568	PF06459	4501	4751
FBtr0304568	PF08454	3997	4112
FBtr0304568	PF08709	12	207
FBtr0304569	PF00520	4878	5022
FBtr0304569	PF00622	665	800
FBtr0304569	PF00622	1093	1214
FBtr0304569	PF00622	1532	1670
FBtr0304569	PF01365	442	641
FBtr0304569	PF01365	2218	2449
FBtr0304569	PF02026	854	944
FBtr0304569	PF02026	967	1055
FBtr0304569	PF02026	2823	2912
FBtr0304569	PF02026	2946	3029
FBtr0304569	PF02815	211	391
FBtr0304569	PF06459	4503	4753
FBtr0304569	PF08454	3999	4114
FBtr0304569	PF08709	12	203
FBtr0304570	PF00520	4882	5026
FBtr0304570	PF00622	665	800
FBtr0304570	PF00622	1093	1214
FBtr0304570	PF00622	1532	1670
FBtr0304570	PF01365	442	641
FBtr0304570	PF01365	2226	2457
FBtr0304570	PF02026	854	944
FBtr0304570	PF02026	967	1055
FBtr0304570	PF02026	2831	2920
FBtr0304570	PF02026	2950	3033
FBtr0304570	PF02815	211	391
FBtr0304570	PF06459	4507	4757
FBtr0304570	PF08454	4003	4118
FBtr0304570	PF08709	12	203
FBtr0304571	PF00520	4889	5033
FBtr0304571	PF00622	669	804
FBtr0304571	PF00622	1097	1218
FBtr0304571	PF00622	1536	1674
FBtr0304571	PF01365	446	645
FBtr0304571	PF01365	2230	2461
FBtr0304571	PF02026	858	948
FBtr0304571	PF02026	971	1059
FBtr0304571	PF02026	2835	2924
FBtr0304571	PF02026	2958	3041
FBtr0304571	PF02815	215	395
FBtr0304571	PF06459	4514	4764
FBtr0304571	PF08454	4010	4125
FBtr0304571	PF08709	12	207
FBtr0304572	PF00520	4893	5037
FBtr0304572	PF00622	665	800
FBtr0304572	PF00622	1093	1214
FBtr0304572	PF00622	1532	1670
FBtr0304572	PF01365	442	641
FBtr0304572	PF01365	2226	2457
FBtr0304572	PF02026	854	944
FBtr0304572	PF02026	967	1055
FBtr0304572	PF02026	2831	2920
FBtr0304572	PF02026	2954	3037
FBtr0304572	PF02815	211	391
FBtr0304572	PF06459	4518	4768
FBtr0304572	PF08454	4014	4129
FBtr0304572	PF08709	12	203
FBtr0304592	PF00067	104	565
FBtr0304676	PF04676	444	522
FBtr0304676	PF04677	311	424
FBtr0304706	PF06652	48	158
FBtr0304798	PF02017	9	84
FBtr0304899	PF00002	2812	3029
FBtr0304899	PF00008	1486	1510
FBtr0304899	PF00008	1760	1789
FBtr0304899	PF00028	364	455
FBtr0304899	PF00028	470	572
FBtr0304899	PF00028	586	679
FBtr0304899	PF00028	696	785
FBtr0304899	PF00028	799	888
FBtr0304899	PF00028	902	997
FBtr0304899	PF00028	1012	1103
FBtr0304899	PF00028	1121	1210
FBtr0304899	PF00053	2095	2134
FBtr0304899	PF02210	1584	1735
FBtr0304899	PF02210	1826	1944
FBtr0304899	PF16489	2291	2543
FBtr0304900	PF00002	2812	3029
