# submitted_item	validated_id	current_symbol
FBgn0003391	FBgn0003391	shg
FBgn0003732	FBgn0284220	Top2
FBgn0005624	FBgn0005624	Psc
FBgn0010638	FBgn0010638	Sec61beta
FBgn0011592	FBgn0011592	fra
FBgn0013765	FBgn0013765	cnn
FBgn0014151	FBgn0004795	retn
FBgn0014870	FBgn0014870	Psi
FBgn0017414	FBgn0017414	cag
FBgn0019968	FBgn0019968	Khc-73
FBgn0031227	FBgn0031227	CG3709
FBgn0031238	FBgn0031238	CG3645
FBgn0031309	FBgn0031309	Tfb4
FBgn0031453	FBgn0031453	Bacc
FBgn0031477	FBgn0051694	Ifrd1
FBgn0031583	FBgn0000547	ed
FBgn0032060	FBgn0260861	Trs23
FBgn0032210	FBgn0032210	CYLD
FBgn0032392	FBgn0051864	Qtzl
FBgn0033183	FBgn0033183	CG1620
FBgn0033242	FBgn0026361	Septin5
FBgn0033259	FBgn0033259	Tmem63
FBgn0033329	FBgn0040777	CG14767
FBgn0033392	FBgn0033392	CG8027
FBgn0033468	FBgn0033468	CG1418
FBgn0033506	FBgn0028426	RNaseZ
FBgn0033518	FBgn0033518	Prx2540-2
FBgn0033526	FBgn0033526	Caf1-105
FBgn0033528	FBgn0033528	trsn
FBgn0033638	FBgn0033638	CG9005
FBgn0033714	FBgn0264560	garz
FBgn0033718	FBgn0266111	ana3
FBgn0033784	FBgn0033784	SCCRO3
FBgn0033795	FBgn0085468	ND-MWFE
FBgn0033795	FBgn0259876	Cap-G
FBgn0034016	FBgn0000996	dup
FBgn0034062	FBgn0034062	CG8388
FBgn0034073	FBgn0034073	CG8414
FBgn0034170	FBgn0085444	mute
FBgn0034210	FBgn0034210	Camp
FBgn0034240	FBgn0034240	MESR4
FBgn0034249	FBgn0034249	RhoGAP54D
FBgn0034334	FBgn0063499	GstE10
FBgn0034465	FBgn0015949	hrg
FBgn0034527	FBgn0034527	CG9945
FBgn0034570	FBgn0034570	CG10543
FBgn0034726	FBgn0034726	PolE4
FBgn0034849	FBgn0034849	CG3500
FBgn0034963	FBgn0034963	Not11
FBgn0034088	FBgn0262166	calypso
FBgn0019886	FBgn0284252	Letm1
FBgn0033522	FBgn0262114	RanBPM
FBgn0027561	FBgn0027561	CG18659
FBgn0033988	FBgn0033988	pcs
FBgn0003353	FBgn0003353	sei
FBgn0033780	FBgn0010488	NAT1
FBgn0011236	FBgn0011236	ken
FBgn0031487	FBgn0025681	CG3558
FBgn0033470	FBgn0027619	eIF3j
FBgn0003074	FBgn0003074	Pgi
FBgn0034335	FBgn0034335	GstE1
FBgn0034987	FBgn0266083	ocm
FBgn0033272	FBgn0033272	RagC-D
FBgn0025830	FBgn0025830	IntS8
FBgn0031987	FBgn0031987	CG12375
FBgn0033636	FBgn0033636	tou
FBgn0003396	FBgn0003396	shn
FBgn0033915	FBgn0033915	CG8485
FBgn0034349	FBgn0261477	slim
FBgn0035055	FBgn0050421	Usp15-31
FBgn0034946	FBgn0034946	CG3065
FBgn0033241	FBgn0033241	CG2915
FBgn0014877	FBgn0014877	Roe1
FBgn0033486	FBgn0033486	dmpd
FBgn0034982	FBgn0034982	Naa35
FBgn0033209	FBgn0033209	CG12107
FBgn0027912	FBgn0021795	Tapdelta
FBgn0033637	FBgn0086712	Egm
FBgn0033583	FBgn0267849	Syx7
FBgn0013762	FBgn0013762	Cdk5
FBgn0033181	FBgn0264294	Cyt-b5
FBgn0034068	FBgn0034068	casp
FBgn0032165	FBgn0051712	CG31712
FBgn0032165	FBgn0051876	Cpr30F
FBgn0011703	FBgn0011703	RnrL
FBgn0033117	FBgn0033117	CG3358
FBgn0000054	FBgn0284249	Adf1
FBgn0034217	FBgn0034217	Lhr
FBgn0027885	FBgn0286781	cass
FBgn0022772	FBgn0286788	Orc1
FBgn0014269	FBgn0014269	prod
FBgn0010314	FBgn0010314	Cks30A
FBgn0034083	FBgn0034083	lbk
FBgn0033094	FBgn0259483	Mob4
FBgn0034970	FBgn0034970	yki
FBgn0031876	FBgn0031876	Atac1
FBgn0027507	FBgn0027507	CG1344
FBgn0034585	FBgn0034585	Rbpn-5
FBgn0000578	FBgn0000578	ena
FBgn0033992	FBgn0015371	chn
FBgn0023081	FBgn0023081	gek
FBgn0034961	FBgn0034961	CG3163
FBgn0034650	FBgn0034650	NC2alpha
FBgn0034158	FBgn0034158	CG5522
FBgn0031598	FBgn0031598	Vps53
FBgn0032481	FBgn0032481	CG16972
FBgn0033859	FBgn0033859	fand
FBgn0001301	FBgn0001301	kel
FBgn0034259	FBgn0034259	P32
FBgn0033616	FBgn0033616	CG7745
FBgn0031884	FBgn0262872	milt
FBgn0010238	FBgn0010238	Lac
FBgn0033413	FBgn0033413	prel
FBgn0032259	FBgn0032259	CG6144
FBgn0034488	FBgn0034488	Hacl
FBgn0015295	FBgn0015295	Shark
FBgn0034036	FBgn0050091	CG30091
FBgn0034036	FBgn0284254	Impbeta11
FBgn0010356	FBgn0010356	Taf5
FBgn0033677	FBgn0033677	CG8321
FBgn0033346	FBgn0002552	lin
FBgn0033088	FBgn0033088	PGAP3
FBgn0028563	FBgn0028563	sut1
FBgn0034643	FBgn0034643	CG10321
FBgn0015907	FBgn0267791	HnRNP-K
FBgn0033569	FBgn0033569	CG12942
FBgn0025725	FBgn0025725	alphaCOP
FBgn0039013	FBgn0039013	CG4813
FBgn0028688	FBgn0028688	Rpn7
FBgn0037360	FBgn0037360	CG2182
FBgn0036033	FBgn0040475	SH3PX1
FBgn0035394	FBgn0266918	CG32486
FBgn0022359	FBgn0022359	Sodh-2
FBgn0037368	FBgn0037368	CG1239
FBgn0027945	FBgn0027945	ppl
FBgn0037795	FBgn0040238	Best1
FBgn0038364	FBgn0262527	nsl1
FBgn0038810	FBgn0038810	Srp72
FBgn0035137	FBgn0035137	CG1233
FBgn0038318	FBgn0038318	CG6236
FBgn0039146	FBgn0040283	SMC1
FBgn0037120	FBgn0037120	CG11247
FBgn0035145	FBgn0035145	MED14
FBgn0016794	FBgn0016794	dos
FBgn0035688	FBgn0035688	fmt
FBgn0037250	FBgn0037250	CG1074
FBgn0035987	FBgn0035987	Cpsf5
FBgn0039122	FBgn0260634	eIF4G2
FBgn0039590	FBgn0039590	CG10011
FBgn0028736	FBgn0261274	Ero1L
FBgn0037373	FBgn0266672	Sec8
FBgn0036917	FBgn0020887	Su(z)12
FBgn0036558	FBgn0263601	mib1
FBgn0024832	FBgn0263351	AP-2mu
FBgn0035436	FBgn0035436	CG12016
FBgn0036772	FBgn0036772	CG5290
FBgn0038146	FBgn0038146	CG9799
FBgn0036668	FBgn0036668	Zcchc7
FBgn0039279	FBgn0046214	vig2
FBgn0038872	FBgn0038872	Nelf-A
FBgn0037515	FBgn0037515	Sp7
FBgn0038168	FBgn0038168	omd
FBgn0036912	FBgn0001324	kto
FBgn0035235	FBgn0035235	CG7879
FBgn0038578	FBgn0038578	MED17
FBgn0037622	FBgn0037622	CG8202
FBgn0010379	FBgn0010379	Akt
FBgn0025802	FBgn0025802	Sbf
FBgn0035149	FBgn0035149	MED30
FBgn0028495	FBgn0026411	Lim1
FBgn0028495	FBgn0260444	Not10
FBgn0039189	FBgn0039189	CG18528
FBgn0037810	FBgn0037810	sle
FBgn0035846	FBgn0040290	RecQ4
FBgn0037930	FBgn0037930	CG14715
FBgn0035128	FBgn0264707	RhoGEF3
FBgn0004926	FBgn0004926	eIF2beta
FBgn0010173	FBgn0010173	RpA-70
FBgn0039011	FBgn0051151	wge
FBgn0039099	FBgn0039099	GILT2
FBgn0027512	FBgn0027512	CG10254
FBgn0039558	FBgn0039558	BCAS2
FBgn0027500	FBgn0027500	spd-2
FBgn0015618	FBgn0015618	Cdk8
FBgn0024326	FBgn0024326	Mkk4
FBgn0038235	FBgn0038235	CG8461
FBgn0001139	FBgn0001139	gro
FBgn0036052	FBgn0036052	CG10809
FBgn0035614	FBgn0029118	ScsbetaG
FBgn0002932	FBgn0002932	neur
FBgn0035236	FBgn0035236	CG12004
FBgn0038253	FBgn0265140	Meltrin
FBgn0010280	FBgn0010280	Taf4
FBgn0000565	FBgn0000565	MsrA
FBgn0001099	FBgn0001099	gdl
FBgn0001108	FBgn0001108	DCTN1-p150
FBgn0001233	FBgn0001233	Hsp83
FBgn0002183	FBgn0002183	dre4
FBgn0002354	FBgn0002354	l(3)87Df
FBgn0002781	FBgn0002781	mod(mdg4)
FBgn0003041	FBgn0003041	pbl
FBgn0003292	FBgn0003292	rt
FBgn0003334	FBgn0003334	Scm
FBgn0003862	FBgn0003862	trx
FBgn0005585	FBgn0005585	Calr
FBgn0005696	FBgn0005696	PolA2
FBgn0010333	FBgn0010333	Rac1
FBgn0010438	FBgn0010438	mtSSB
FBgn0011336	FBgn0011336	Stt3B
FBgn0013347	FBgn0013347	TfIIA-S
FBgn0013998	FBgn0266464	Nsf2
FBgn0014006	FBgn0014006	Ask1
FBgn0014023	FBgn0014023	mRpL47
FBgn0015351	FBgn0015351	Mettl4
FBgn0015513	FBgn0015513	mbc
FBgn0015793	FBgn0015793	Rab19
FBgn0015806	FBgn0283472	S6k
FBgn0015829	FBgn0015829	TfIIEbeta
FBgn0023395	FBgn0023395	Chd3
FBgn0025456	FBgn0025456	CREG
FBgn0026371	FBgn0026371	SAK
FBgn0035116	FBgn0000541	E(bx)
FBgn0035229	FBgn0035229	pns
FBgn0035272	FBgn0035272	mRpL46
FBgn0035334	FBgn0035334	CG8993
FBgn0035355	FBgn0035355	CG16985
FBgn0035374	FBgn0035374	mRpS35
FBgn0035390	FBgn0035390	scramb2
FBgn0035526	FBgn0035526	CG1316
FBgn0035529	FBgn0035529	Fdx2
FBgn0035531	FBgn0052250	PMP34
FBgn0035531	FBgn0052251	Claspin
FBgn0035532	FBgn0035532	CG15014
FBgn0035541	FBgn0035541	CG15019
FBgn0035603	FBgn0035603	Pfdn4
FBgn0035674	FBgn0035674	CG13295
FBgn0035704	FBgn0035704	Vps8
FBgn0035830	FBgn0035830	CG8209
FBgn0035877	FBgn0035877	CG7083
FBgn0035908	FBgn0024236	foi
FBgn0036007	FBgn0036007	path
FBgn0036135	FBgn0036135	mRpL2
FBgn0036171	FBgn0259481	Mob2
FBgn0036207	FBgn0036207	CG10907
FBgn0036308	FBgn0052113	Vps13D
FBgn0036317	FBgn0036317	CG10948
FBgn0036450	FBgn0036450	Tdrd3
FBgn0036556	FBgn0036556	hzg
FBgn0036581	FBgn0036581	MED10
FBgn0036613	FBgn0053257	CG33257
FBgn0036613	FBgn0285951	mRpS34
FBgn0036642	FBgn0250814	UQCR-C2
FBgn0036644	FBgn0002283	l(3)73Ah
FBgn0036660	FBgn0287696	mus302
FBgn0036720	FBgn0052174	Coq4
FBgn0036721	FBgn0042641	frc
FBgn0036745	FBgn0036745	CG7484
FBgn0036853	FBgn0036853	mRpL21
FBgn0036855	FBgn0260857	Bet1
FBgn0036918	FBgn0036918	Pfdn6
FBgn0036922	FBgn0036922	CG14182
FBgn0036958	FBgn0036958	CG17233
FBgn0036983	FBgn0028978	trbl
FBgn0036989	FBgn0029158	Las
FBgn0036994	FBgn0036994	CG5199
FBgn0037017	FBgn0037017	CG4074
FBgn0037025	FBgn0037025	Spc105R
FBgn0037061	FBgn0037061	Trmt112
FBgn0037110	FBgn0037110	ORMDL
FBgn0037149	FBgn0037149	CG14561
FBgn0037363	FBgn0037363	Atg17
FBgn0037480	FBgn0011020	Sas-4
FBgn0037583	FBgn0037583	CG9684
FBgn0037669	FBgn0037669	Ibf2
FBgn0037674	FBgn0285911	Vps16A
FBgn0037729	FBgn0028997	nmdyn-D7
FBgn0037802	FBgn0037802	Sirt6
FBgn0037819	FBgn0037819	Phyhd1
FBgn0037890	FBgn0037890	CG17734
FBgn0037893	FBgn0264694	mgr
FBgn0037922	FBgn0037922	CG14711
FBgn0038015	FBgn0038016	MBD-R2
FBgn0038053	FBgn0038053	CG18549
FBgn0038166	FBgn0038166	CG9588
FBgn0038192	FBgn0264493	rdx
FBgn0038243	FBgn0038243	CG8066
FBgn0038302	FBgn0038302	CG4210
FBgn0038314	FBgn0011476	l(3)neo43
FBgn0038369	FBgn0038369	Arpc3A
FBgn0038406	FBgn0024491	Bin1
FBgn0038430	FBgn0044826	Pak3
FBgn0038609	FBgn0038609	Nup43
FBgn0038813	FBgn0023097	bon
FBgn0038875	FBgn0043012	AP-2sigma
FBgn0038933	FBgn0051163	SKIP
FBgn0039000	FBgn0266418	wake
FBgn0039065	FBgn0039065	Rad60
FBgn0039067	FBgn0039067	wda
FBgn0039111	FBgn0039111	PTPMT1
FBgn0039138	FBgn0051184	LSm3
FBgn0039138	FBgn0053108	CG33108
FBgn0039139	FBgn0039139	Mettl3
FBgn0039149	FBgn0039149	CG18428
FBgn0039204	FBgn0039204	CG6607
FBgn0039205	FBgn0039205	CG13623
FBgn0039216	FBgn0051126	CG31126
FBgn0039218	FBgn0039218	Polr2L
FBgn0039258	FBgn0039258	beta4GalT7
FBgn0039271	FBgn0039271	CG11839
FBgn0039273	FBgn0039273	shams
FBgn0039337	FBgn0039337	MED28
FBgn0039357	FBgn0039357	CG4743
FBgn0039404	FBgn0039404	CG14543
FBgn0039461	FBgn0039461	CG5500
FBgn0039559	FBgn0039559	NSD
FBgn0039565	FBgn0039565	CG4884
FBgn0039692	FBgn0260990	yata
FBgn0039732	FBgn0039732	CG15525
FBgn0040534	FBgn0040534	Sf3b5
FBgn0040575	FBgn0040575	CG15922
FBgn0040602	FBgn0040602	CG14545
FBgn0028399	FBgn0028399	Serinc
FBgn0037637	FBgn0037637	IscU
FBgn0039537	FBgn0039537	Hsdl2
FBgn0035714	FBgn0035714	Sbds
FBgn0027615	FBgn0027615	OXA1L
FBgn0027598	FBgn0027598	cindr
FBgn0027594	FBgn0027594	drpr
FBgn0039348	FBgn0039348	Npl4
FBgn0028500	FBgn0028500	Rich
FBgn0037747	FBgn0037747	Naa80
FBgn0039790	FBgn0039790	CG2246
FBgn0035889	FBgn0035889	mkg-p
FBgn0004913	FBgn0004913	Gnf1
FBgn0038877	FBgn0038877	CG3308
FBgn0027565	FBgn0027565	CG5498
FBgn0015622	FBgn0015622	Cnx99A
FBgn0038108	FBgn0038108	CG7518
FBgn0028487	FBgn0028487	f-cup
FBgn0038301	FBgn0038301	CG6654
FBgn0037216	FBgn0037215	beta-Man
FBgn0026208	FBgn0262732	mbf1
FBgn0037049	FBgn0026179	siz
FBgn0036512	FBgn0036512	CG16979
FBgn0037136	FBgn0046301	CG7148
FBgn0028484	FBgn0028484	Ack
FBgn0039714	FBgn0039714	Zip99C
FBgn0015828	FBgn0015828	TfIIEalpha
FBgn0000116	FBgn0000116	Argk
FBgn0037439	FBgn0037439	CG10286
FBgn0028684	FBgn0028684	Rpt5
FBgn0022787	FBgn0022787	Hel89B
FBgn0036253	FBgn0046296	DEF8
FBgn0017453	FBgn0263603	Zn72D
FBgn0015270	FBgn0015270	Orc2
FBgn0037378	FBgn0037378	PSMG1
FBgn0038803	FBgn0038803	CG5191
FBgn0037261	FBgn0037261	CG9775
FBgn0036366	FBgn0036366	JMJD7
FBgn0003691	FBgn0260635	Diap1
FBgn0035237	FBgn0035237	CG13917
FBgn0038617	FBgn0038617	Wdr37
FBgn0037438	FBgn0261641	CG42724
FBgn0036136	FBgn0036136	Ufd1
FBgn0027948	FBgn0027948	msps
FBgn0037709	FBgn0037709	CG8199
FBgn0039715	FBgn0083969	CG34133
FBgn0039266	FBgn0039266	CG11791
FBgn0037356	FBgn0037356	CG12170
FBgn0035244	FBgn0035244	ABCB7
FBgn0037663	FBgn0260935	Vps15
FBgn0039349	FBgn0039349	Ssadh
FBgn0036405	FBgn0036405	CG6833
FBgn0010313	FBgn0010313	corto
FBgn0039135	FBgn0039135	CG13603
FBgn0011716	FBgn0082582	tmod
FBgn0011716	FBgn0260440	spdo
FBgn0036684	FBgn0036684	CG3764
FBgn0036137	FBgn0260795	NaPi-III
FBgn0037308	FBgn0264785	Hph
FBgn0037044	FBgn0037044	Pdss2
FBgn0038536	FBgn0038536	CG7655
FBgn0036283	FBgn0052103	SCaMC
FBgn0017429	FBgn0017429	CG5989
FBgn0037580	FBgn0037580	DppIII
FBgn0039296	FBgn0039296	Sil1
FBgn0028582	FBgn0028582	lqf
FBgn0025455	FBgn0025455	CycT
FBgn0037384	FBgn0037384	dgrn
FBgn0039274	FBgn0039274	CG11920
FBgn0036534	FBgn0036534	DCP2
FBgn0014930	FBgn0014930	CG2846
FBgn0039643	FBgn0041186	Slbp
FBgn0039578	FBgn0261618	larp
FBgn0036930	FBgn0261574	kug
FBgn0026210	FBgn0086372	lap
FBgn0035896	FBgn0035896	CG6983
FBgn0037901	FBgn0037901	Exd2
FBgn0004493	FBgn0259113	PolA1
FBgn0039509	FBgn0039509	bigmax
FBgn0038608	FBgn0038608	WRNexo
FBgn0037607	FBgn0037607	CG8036
FBgn0037277	FBgn0260794	ctrip
FBgn0001247	FBgn0001247	Ide
FBgn0003177	FBgn0262614	pyd
FBgn0035105	FBgn0083976	CG34140
FBgn0035105	FBgn0083992	Mkp
FBgn0035689	FBgn0035689	CG7376
FBgn0039169	FBgn0039169	Spps
FBgn0035148	FBgn0035148	CG3402
FBgn0036182	FBgn0086254	Akr1B
FBgn0039869	FBgn0039869	CG1890
FBgn0038760	FBgn0038760	MED25
FBgn0023423	FBgn0283468	slmb
FBgn0038584	FBgn0038584	mTerf5
FBgn0003600	FBgn0263740	eIF2gamma
FBgn0003600	FBgn0263755	Su(var)3-9
FBgn0027620	FBgn0027620	Acf
FBgn0017572	FBgn0017572	Mo25
FBgn0011016	FBgn0011016	SsRbeta
FBgn0000575	FBgn0000575	emc
FBgn0035267	FBgn0035267	CG13921
FBgn0001225	FBgn0001225	Hsp26
FBgn0000338	FBgn0262975	cnc
FBgn0000368	FBgn0259685	crb
FBgn0035838	FBgn0035838	ldbr
FBgn0036090	FBgn0036090	CG8009
FBgn0038100	FBgn0038100	Paip2
FBgn0035114	FBgn0053229	CG33229
FBgn0035114	FBgn0262109	lncRNA:CR42862
FBgn0015019	FBgn0015019	CCT3
FBgn0027531	FBgn0064766	CG7600
FBgn0027518	FBgn0027518	Wdr24
FBgn0004107	FBgn0004107	Cdk2
FBgn0036299	FBgn0036299	Tsf2
FBgn0038552	FBgn0038552	Alg1
FBgn0028692	FBgn0028692	Rpn2
FBgn0039141	FBgn0039141	spas
FBgn0039019	FBgn0039019	HP1c
FBgn0035205	FBgn0035205	Ctr9
FBgn0015660	FBgn0015396	jumu
FBgn0020389	FBgn0020389	Papss
FBgn0039600	FBgn0039600	Prp39
FBgn0010340	FBgn0010340	140up
FBgn0039589	FBgn0039589	CG9986
FBgn0027660	FBgn0027660	blot
FBgn0037556	FBgn0037556	CG9636
FBgn0000629	FBgn0000629	E(z)
FBgn0036513	FBgn0261109	mrn
FBgn0038433	FBgn0250754	CG42232
FBgn0037293	FBgn0037293	RabGGTa
FBgn0037700	FBgn0037700	CG8149
FBgn0038304	FBgn0038304	CG12241
FBgn0038103	FBgn0051342	CG31342
FBgn0039187	FBgn0039187	CG6454
FBgn0039144	FBgn0264325	Atg6
FBgn0013334	FBgn0013334	Sap47
FBgn0035247	FBgn0035247	Mettl2
FBgn0039499	FBgn0042111	CG18766
FBgn0039636	FBgn0039636	Atg14
FBgn0035850	FBgn0035850	Atg18a
FBgn0000140	FBgn0000140	asp
FBgn0016792	FBgn0278604	dmt
FBgn0036516	FBgn0036516	CG7656
FBgn0035388	FBgn0035388	CG2162
FBgn0038184	FBgn0000454	Dip-B
FBgn0036761	FBgn0036761	MED19
FBgn0039073	FBgn0039073	CG4408
FBgn0037644	FBgn0037644	CG11964
FBgn0005674	FBgn0005674	GluProRS
FBgn0038538	FBgn0261987	Pxt
FBgn0036988	FBgn0036988	CG5262
FBgn0011771	FBgn0011771	Hem
FBgn0013343	FBgn0013343	Syx1A
FBgn0001179	FBgn0001179	hay
FBgn0036037	FBgn0261530	nbs
FBgn0022349	FBgn0022349	CG1910
FBgn0037719	FBgn0037719	bocks
FBgn0037371	FBgn0037371	Sym
FBgn0031098	FBgn0031098	CG17068
FBgn0029972	FBgn0040087	p115
FBgn0003048	FBgn0003048	pcx
FBgn0030242	FBgn0030242	sofe
FBgn0000719	FBgn0000719	fog
FBgn0031187	FBgn0031187	Usp2
FBgn0030211	FBgn0085443	spri
FBgn0030235	FBgn0285926	Imp
FBgn0030650	FBgn0027287	Gmap
FBgn0004643	FBgn0004643	Zw10
FBgn0004050	FBgn0004050	z
FBgn0030808	FBgn0030808	RhoGAP15B
FBgn0030606	FBgn0264389	opm
FBgn0023544	FBgn0261954	east
FBgn0020383	FBgn0003969	vap
FBgn0031020	FBgn0031020	Naa15-16
FBgn0011837	FBgn0011837	Tis11
FBgn0027792	FBgn0266284	Ns3
FBgn0004368	FBgn0004368	Ptp4E
FBgn0031059	FBgn0031059	CG14229
FBgn0029613	FBgn0040389	mRpL14
FBgn0004655	FBgn0004655	wapl
FBgn0020547	FBgn0262699	fzr
FBgn0022768	FBgn0022768	Pp2C1
FBgn0030734	FBgn0030734	CG9911
FBgn0030086	FBgn0030086	CCT2
FBgn0000163	FBgn0000163	baz
FBgn0000259	FBgn0000259	CkIIbeta
FBgn0000499	FBgn0000499	dsh
FBgn0000524	FBgn0000524	dx
FBgn0000709	FBgn0000709	fliI
FBgn0001092	FBgn0001092	Gapdh2
FBgn0003079	FBgn0003079	Raf
FBgn0003659	FBgn0264270	Sxl
FBgn0013987	FBgn0013987	MAPk-Ak2
FBgn0022724	FBgn0022724	Taf8
FBgn0023518	FBgn0023518	trr
FBgn0025800	FBgn0025800	Smox
FBgn0026076	FBgn0026076	UBL3
FBgn0026089	FBgn0026089	CG14817
FBgn0027108	FBgn0027108	Inx2
FBgn0027359	FBgn0027359	Tim8
FBgn0028686	FBgn0028686	Rpt3
FBgn0029541	FBgn0040339	MED22
FBgn0029650	FBgn0040396	CG3939
FBgn0029714	FBgn0029714	CG3527
FBgn0029718	FBgn0029718	mRpL30
FBgn0029786	FBgn0046687	Tre1
FBgn0029800	FBgn0029800	lin-52
FBgn0029853	FBgn0029853	CG3781
FBgn0029868	FBgn0029868	ND-B16.6
FBgn0029884	FBgn0028360	Cdc7
FBgn0029959	FBgn0029959	Rab39
FBgn0030056	FBgn0030056	CAH3
FBgn0030090	FBgn0030090	fend
FBgn0030189	FBgn0030189	CG2909
FBgn0030205	FBgn0261710	nocte
FBgn0030239	FBgn0030239	CG17333
FBgn0030291	FBgn0030291	CG1738
FBgn0030311	FBgn0030311	CG11699
FBgn0030312	FBgn0027259	Kmn1
FBgn0030320	FBgn0030320	CG2247
FBgn0030434	FBgn0030434	Brms1
FBgn0030522	FBgn0030522	CG11103
FBgn0030552	FBgn0030552	mRpL38
FBgn0030572	FBgn0030572	mRpS25
FBgn0030602	FBgn0052594	be
FBgn0030637	FBgn0040285	Scamp
FBgn0030659	FBgn0030659	CG9215
FBgn0030660	FBgn0030660	CG8097
FBgn0030694	FBgn0030694	CG15602
FBgn0030711	FBgn0030711	Rrp47
FBgn0030855	FBgn0030855	CG5800
FBgn0030867	FBgn0261570	raskol
FBgn0030894	FBgn0030894	Mvb12
FBgn0031036	FBgn0031036	CG14220
FBgn0031069	FBgn0031069	Abcd3
FBgn0040890	FBgn0040890	ksh
FBgn0040899	FBgn0040899	CG17776
FBgn0040920	FBgn0052736	CG32736
FBgn0040921	FBgn0052736	CG32736
FBgn0040928	FBgn0040928	CR15345
FBgn0031174	FBgn0031174	CG1486
FBgn0030328	FBgn0030328	Amun
FBgn0030668	FBgn0030668	CG8128
FBgn0030679	FBgn0030679	CG8206
FBgn0030692	FBgn0030692	mRpS30
FBgn0025633	FBgn0025633	spdi
FBgn0029818	FBgn0029818	GAA1
FBgn0005410	FBgn0265630	sno
FBgn0028486	FBgn0085437	CG34408
FBgn0030671	FBgn0030671	CG8134
FBgn0027553	FBgn0027553	NELF-B
FBgn0029878	FBgn0029878	Pat1
FBgn0030327	FBgn0030327	FucT6
FBgn0026144	FBgn0026144	CBP
FBgn0023169	FBgn0023169	AMPKalpha
FBgn0030061	FBgn0030061	CG1785
FBgn0027621	FBgn0027621	Pfrx
FBgn0003302	FBgn0003302	rux
FBgn0030411	FBgn0030411	CG2540
FBgn0029666	FBgn0029666	CG10803
FBgn0030028	FBgn0030028	Corp
FBgn0015565	FBgn0265575	yin
FBgn0023526	FBgn0023526	CG2865
FBgn0011754	FBgn0011754	PhKgamma
FBgn0015926	FBgn0015926	dah
FBgn0030241	FBgn0030241	feo
FBgn0030753	FBgn0030753	rngo
FBgn0030406	FBgn0030406	CG1463
FBgn0030274	FBgn0030274	Lint-1
FBgn0024251	FBgn0024251	bbx
FBgn0023515	FBgn0023515	Gcna
FBgn0031003	FBgn0031003	CG7889
FBgn0029958	FBgn0029958	Pdp
FBgn0030243	FBgn0030243	CG2186
FBgn0029970	FBgn0029970	Nek2
FBgn0026751	FBgn0026751	XRCC1
FBgn0024332	FBgn0284442	Mcm3
FBgn0030699	FBgn0030699	CG8578
FBgn0014133	FBgn0014133	bif
FBgn0003964	FBgn0003964	usp
FBgn0030878	FBgn0030878	CG6769
FBgn0031046	FBgn0087008	e(y)3
FBgn0029516	FBgn0040372	G9a
FBgn0030003	FBgn0030003	CG2116
FBgn0029664	FBgn0029664	CG10802
FBgn0023130	FBgn0023130	a6
FBgn0029882	FBgn0029882	CG3226
FBgn0029721	FBgn0028325	Pdha
FBgn0030858	FBgn0030858	IntS2
FBgn0023536	FBgn0023536	CG3156
FBgn0030710	FBgn0030710	CG8924
FBgn0031148	FBgn0031148	Cbs
FBgn0031105	FBgn0027334	l(1)G0004
FBgn0027521	FBgn0027521	CG3679
FBgn0011606	FBgn0011606	Klp3A
FBgn0029737	FBgn0029737	CG6903
FBgn0000257	FBgn0000257	car
FBgn0030115	FBgn0028292	ric8a
FBgn0010315	FBgn0010315	CycD
FBgn0030817	FBgn0030817	CG4991
FBgn0011761	FBgn0011761	dhd
FBgn0030063	FBgn0030063	CG1789
FBgn0030891	FBgn0030891	Ada3
FBgn0030973	FBgn0030973	CG7332
FBgn0029680	FBgn0285910	VhaAC39-1
FBgn0030944	FBgn0030944	Hou
FBgn0030967	FBgn0085451	htk
FBgn0020369	FBgn0020369	Rpt6
FBgn0030146	FBgn0028341	Ptpmeg2
FBgn0028469	FBgn0259834	out
FBgn0030557	FBgn0002873	mud
FBgn0030557	FBgn0260482	CG32599
FBgn0030849	FBgn0026313	X11L
FBgn0000376	FBgn0000376	crm
FBgn0031118	FBgn0031118	RhoGAP19D
FBgn0026080	FBgn0026080	Tip60
FBgn0031062	FBgn0031062	CG14230
FBgn0031061	FBgn0031061	CG14232
FBgn0030321	FBgn0030321	CG1703
FBgn0030871	FBgn0030871	CG8142
FBgn0026143	FBgn0026143	Cdc45
FBgn0030870	FBgn0030870	CG6398
FBgn0030854	FBgn0030854	CG8289
FBgn0030435	FBgn0030435	CG4645
FBgn0026749	FBgn0026749	Yippee
FBgn0010269	FBgn0010269	Dsor1
FBgn0030856	FBgn0026375	RhoGAPp190
FBgn0031120	FBgn0026323	Tak1
FBgn0031091	FBgn0031091	Phf7
FBgn0030612	FBgn0030612	Dbct
FBgn0023527	FBgn0023527	CG3071
FBgn0025617	FBgn0260855	Sec22
FBgn0000520	FBgn0000520	dwg
