flybase_gene_id	external_gene_name	refseq_mrna
FBgn0263077	CG43340	NM_001103740
FBgn0263077	CG43340	NM_136458
FBgn0263077	CG43340	NM_001259260
FBgn0263077	CG43340	NM_170613
FBgn0263077	CG43340	NM_001273853
FBgn0029587	CG14797	NM_001258539
FBgn0029587	CG14797	NM_130580
FBgn0266442	CG45072	NM_001300671
FBgn0264886	lncRNA:CR44077	NA
FBgn0265635	lncRNA:CR44442	NA
FBgn0060292	snoRNA:U49:66Da	NA
FBgn0259961	CG42471	NM_001169483
FBgn0265944	lncRNA:CR44731	NA
FBgn0264547	asRNA:CR43926	NA
FBgn0037687	CG8132	NM_141631
FBgn0050354	UQCR-11L	NM_165616
FBgn0050354	UQCR-11L	NM_001273882
FBgn0030136	RpS28b	NM_132340
FBgn0030136	RpS28b	NM_001298130
FBgn0039478	Nep5	NM_170307
FBgn0039478	Nep5	NM_001300625
FBgn0039478	Nep5	NM_143270
FBgn0039478	Nep5	NM_001104470
FBgn0265796	lncRNA:CR44585	NA
FBgn0030883	CG7772	NM_133029
FBgn0010300	brat	NM_134302
FBgn0010300	brat	NM_001299154
FBgn0010300	brat	NM_001201913
FBgn0010300	brat	NM_057597
FBgn0010300	brat	NM_206004
FBgn0260237	BBIP1	NM_001170097
FBgn0030018	slpr	NM_001201631
FBgn0030018	slpr	NM_132230
FBgn0030018	slpr	NM_001201629
FBgn0030018	slpr	NM_001201630
FBgn0267923	lncRNA:CR46204	NA
FBgn0053269	CG33269	NM_206329
FBgn0053269	CG33269	NM_001259791
FBgn0085191	CG34162	NM_001103679
FBgn0013759	CASK	NM_079717
FBgn0013759	CASK	NA
FBgn0013759	CASK	NM_001104392
FBgn0013759	CASK	NM_169971
FBgn0013759	CASK	NM_001104393
FBgn0013759	CASK	NM_169970
FBgn0013759	CASK	NM_001170210
FBgn0013759	CASK	NM_001275882
FBgn0033698	CG8858	NM_136902
FBgn0035541	CG15019	NM_139642
FBgn0035541	CG15019	NM_001104032
FBgn0033136	Tsp42Eo	NM_078917
FBgn0036886	CG9300	NM_140870
FBgn0034110	Atg9	NM_137270
FBgn0034110	Atg9	NM_001274094
FBgn0050394	CG30394	NM_137735
FBgn0050394	CG30394	NM_137734
FBgn0262528	CG43082	NM_001259845
FBgn0030951	CG6873	NM_133093
FBgn0030777	CG9672	NM_132923
FBgn0011770	Gip	NM_078551
FBgn0052225	CG32225	NM_168843
FBgn0038889	Fancm	NM_142714
FBgn0038889	Fancm	NM_001275877
FBgn0036676	CG13028	NM_206392
FBgn0038700	CG3734	NM_142545
FBgn0038700	CG3734	NM_001300477
FBgn0083960	CG34124	NM_001042868
FBgn0035453	CG10357	NM_139564
FBgn0033982	Cyp317a1	NM_137160
FBgn0033982	Cyp317a1	NM_001299506
FBgn0033982	Cyp317a1	NM_001299507
FBgn0265747	lncRNA:CR44554	NA
FBgn0265956	lncRNA:CR44743	NA
FBgn0043470	lambdaTry	NM_136829
FBgn0266809	asRNA:CR45271	NA
FBgn0026754	Ugt37C1	NM_080268
FBgn0024555	flfl	NM_142047
FBgn0024555	flfl	NM_169549
FBgn0024555	flfl	NM_169548
FBgn0265541	CR44391	NA
FBgn0261278	grp	NM_001273579
FBgn0261278	grp	NM_057663
FBgn0261278	grp	NM_165171
FBgn0261278	grp	NM_165172
FBgn0261278	grp	NM_165173
FBgn0034717	CG5819	NM_001259529
FBgn0034717	CG5819	NM_137816
FBgn0034717	CG5819	NM_166523
FBgn0085407	Pvf3	NM_001298777
FBgn0085407	Pvf3	NM_001103637
FBgn0085407	Pvf3	NM_001103638
FBgn0085407	Pvf3	NM_001103639
FBgn0030999	Mur18B	NM_133136
FBgn0259926	CG42449	NM_132016
FBgn0259926	CG42449	NM_001169206
FBgn0021760	chb	NM_079912
FBgn0021760	chb	NM_168882
FBgn0021760	chb	NM_168883
FBgn0037320	CG14668	NM_141276
FBgn0085265	CG34236	NM_001103833
FBgn0085265	CG34236	NM_001299461
FBgn0022786	Hira	NM_132173
FBgn0050169	Brca2	NM_138081
FBgn0261641	CG42724	NM_176408
FBgn0261641	CG42724	NM_001300264
FBgn0261641	CG42724	NM_001275385
FBgn0261641	CG42724	NM_001202257
FBgn0261641	CG42724	NM_001300265
FBgn0261641	CG42724	NM_001043218
FBgn0261641	CG42724	NM_001202255
FBgn0013697	mt:tRNA:Lys-CTT	NA
FBgn0010198	RpS15Aa	NM_001169267
FBgn0010198	RpS15Aa	NM_167363
FBgn0010198	RpS15Aa	NM_079970
FBgn0010198	RpS15Aa	NM_167362
FBgn0010198	RpS15Aa	NM_167360
FBgn0267885	CR46173	NA
FBgn0027843	CAH2	NM_140298
FBgn0027843	CAH2	NM_001274818
FBgn0267293	lncRNA:CR45729	NA
FBgn0032863	Cdc23	NM_001273700
FBgn0032863	Cdc23	NM_136192
FBgn0039737	CG7920	NM_143505
FBgn0039737	CG7920	NM_001276166
FBgn0085377	CG34348	NM_001103484
FBgn0052679	CG32679	NM_167225
FBgn0029858	mldr	NM_132081
FBgn0029858	mldr	NM_001258620
FBgn0030944	CG6617	NM_133087
FBgn0086605	CG9853	NM_001104210
FBgn0086605	CG9853	NM_141207
FBgn0086605	CG9853	NM_001300227
FBgn0031763	CG13996	NM_135136
FBgn0028583	lcs	NM_078712
FBgn0053897	His4:CG33897	NM_001032141
FBgn0265711	lncRNA:CR44518	NA
FBgn0259163	CG42268	NM_168368
FBgn0259163	CG42268	NM_001274719
FBgn0259163	CG42268	NM_168366
FBgn0259163	CG42268	NA
FBgn0259163	CG42268	NM_001274720
FBgn0259163	CG42268	NM_001274722
FBgn0259163	CG42268	NM_168367
FBgn0259163	CG42268	NM_001274723
FBgn0265984	lncRNA:CR44763	NA
FBgn0030417	CG15725	NM_132595
FBgn0030057	Ppt1	NM_001298095
FBgn0030057	Ppt1	NM_167166
FBgn0034590	Magi	NM_137707
FBgn0034590	Magi	NM_001299732
FBgn0034590	Magi	NM_001299733
FBgn0022787	Hel89B	NM_001300422
FBgn0022787	Hel89B	NM_169693
FBgn0266709	Zmynd10	NM_140368
FBgn0029521	Or1a	NM_080290
FBgn0021967	ND-PDSW	NM_143715
FBgn0021967	ND-PDSW	NM_164537
FBgn0032074	Tsp29Fa	NM_001298838
FBgn0032074	Tsp29Fa	NM_078791
FBgn0032074	Tsp29Fa	NM_001169444
FBgn0260006	drd	NM_001038756
FBgn0037017	CG4074	NA
FBgn0267946	lncRNA:CR46226	NA
FBgn0025832	Fen1	NM_079041
FBgn0039564	Nep7	NM_143346
FBgn0004875	enc	NM_001274449
FBgn0004875	enc	NM_001104026
FBgn0004875	enc	NM_206270
FBgn0004875	enc	NM_001274447
FBgn0004875	enc	NM_001274448
FBgn0004875	enc	NM_001104027
FBgn0004875	enc	NM_080026
FBgn0284416	lncRNA:TS9	NA
FBgn0266084	Fhos	NM_001259754
FBgn0266084	Fhos	NM_168293
FBgn0266084	Fhos	NM_001259755
FBgn0266084	Fhos	NM_001202143
FBgn0266084	Fhos	NM_001202142
FBgn0266084	Fhos	NM_168294
FBgn0266084	Fhos	NM_001169916
FBgn0266084	Fhos	NM_001259753
FBgn0266084	Fhos	NM_001274670
FBgn0027610	Dic1	NM_142022
FBgn0027610	Dic1	NM_001300384
FBgn0027610	Dic1	NM_169510
FBgn0038388	CG4287	NM_142257
FBgn0038388	CG4287	NM_001170155
FBgn0030041	CG12116	NM_132253
FBgn0287217	CR46447	NA
FBgn0025525	bab2	NM_001274313
FBgn0025525	bab2	NM_079155
FBgn0034835	CG3092	NM_137926
FBgn0263581	lncRNA:CR43606	NA
FBgn0040153	l(1)G0469	NM_001103510
FBgn0040153	l(1)G0469	NM_167395
FBgn0040153	l(1)G0469	NM_001272614
FBgn0033061	SmydA-5	NM_136358
FBgn0031661	Gmd	NM_135044
FBgn0265637	lncRNA:CR44444	NA
FBgn0053379	5SrRNA:CR33379	NA
FBgn0266053	Patr-1	NM_142335
FBgn0266053	Patr-1	NM_001300440
FBgn0286070	cnk	NM_001299595
FBgn0286070	cnk	NM_166223
FBgn0265497	lncRNA:CR44366	NA
FBgn0033919	CG8547	NM_001299486
FBgn0033919	CG8547	NM_137103
FBgn0033919	CG8547	NM_166044
FBgn0052190	NUCB1	NM_140751
FBgn0033395	Cyp4p2	NM_136628
FBgn0051720	mthl15	NM_164897
FBgn0051720	mthl15	NM_164896
FBgn0033058	CCHa2-R	NM_001169589
FBgn0033058	CCHa2-R	NM_136355
FBgn0033058	CCHa2-R	NM_001369980
FBgn0038653	Octalpha2R	NM_142497
FBgn0038653	Octalpha2R	NM_001275786
FBgn0038653	Octalpha2R	NM_001275785
FBgn0263661	lncRNA:CR43652	NA
FBgn0027348	bgm	NM_001298994
FBgn0027348	bgm	NM_079959
FBgn0263849	CG43710	NM_001274176
FBgn0043796	CG12219	NM_132084
FBgn0015400	kek2	NM_078827
FBgn0037973	CG18547	NM_141881
FBgn0026064	KP78a	NM_141809
FBgn0032032	CG17294	NM_135375
FBgn0038479	CG17477	NM_142341
FBgn0264840	lncRNA:CR44048	NA
FBgn0003300	run	NM_078700
FBgn0003300	run	NM_001298572
FBgn0003300	run	NM_001258857
FBgn0038084	beat-Vc	NM_001369977
FBgn0045478	Gr64b	NM_168049
FBgn0039756	CG9743	NM_143524
FBgn0036627	Gagr	NM_001300152
FBgn0036627	Gagr	NM_140634
FBgn0014343	mirr	NM_168505
FBgn0014343	mirr	NM_001274849
FBgn0014343	mirr	NM_079323
FBgn0285948	RpL27A	NM_057615
FBgn0285948	RpL27A	NM_001298672
FBgn0285948	RpL27A	NM_001201760
FBgn0051896	tRNA:Asp-GTC-1-2	NA
FBgn0025632	CG4313	NM_130615
FBgn0025632	CG4313	NM_001297870
FBgn0025632	CG4313	NM_001297871
FBgn0035829	HP4	NM_168247
FBgn0035829	HP4	NM_139909
FBgn0045827	CG13245	NM_001273548
FBgn0045827	CG13245	NM_144318
FBgn0045827	CG13245	NM_001299043
FBgn0261800	LanB1	NM_164773
FBgn0261800	LanB1	NM_057270
FBgn0030297	Gr10b	NM_078566
FBgn0034963	Not11	NM_138030
FBgn0034963	Not11	NM_001299884
FBgn0034963	Not11	NM_166652
FBgn0266954	lncRNA:CR45405	NA
FBgn0051633	CG31633	NM_164698
FBgn0033347	CG8248	NM_136578
FBgn0033347	CG8248	NM_001299289
FBgn0033236	CG14764	NM_176103
FBgn0033236	CG14764	NM_001299244
FBgn0033236	CG14764	NM_001259268
FBgn0010352	Nc73EF	NM_168702
FBgn0010352	Nc73EF	NM_168704
FBgn0010352	Nc73EF	NM_176340
FBgn0010352	Nc73EF	NM_176342
FBgn0010352	Nc73EF	NM_001104159
FBgn0010352	Nc73EF	NM_168703
FBgn0010352	Nc73EF	NM_168701
FBgn0010352	Nc73EF	NM_176341
FBgn0032725	Nedd8	NM_136075
FBgn0032725	Nedd8	NM_001299141
FBgn0000996	dup	NM_001299522
FBgn0000996	dup	NM_080139
FBgn0020545	kraken	NM_001272918
FBgn0020545	kraken	NM_057917
FBgn0035608	blanks	NM_139709
FBgn0011880	tRNA:Ile-AAT-1-1	NA
FBgn0265903	lncRNA:CR44692	NA
FBgn0033995	GPHR	NM_137172
FBgn0031550	IFT57	NM_134948
FBgn0053337	CG33337	NM_206546
FBgn0262656	Myc	NM_080323
FBgn0262656	Myc	NM_001272275
FBgn0029719	CG15473	NM_131951
FBgn0086371	poly	NM_079619
FBgn0086371	poly	NM_001202286
FBgn0052793	CG32793	NM_166957
FBgn0261991	CG42809	NM_001201868
FBgn0000629	E(z)	NM_001274753
FBgn0000629	E(z)	NM_001144460
FBgn0000629	E(z)	NM_079297
FBgn0024321	NK7.1	NM_142100
FBgn0024321	NK7.1	NM_001260174
FBgn0024321	NK7.1	NM_169580
FBgn0024321	NK7.1	NM_001316524
FBgn0031844	CG13771	NM_001273212
FBgn0031844	CG13771	NM_135217
FBgn0266618	lncRNA:CR45125	NA
FBgn0263382	lncRNA:CR43434	NA
FBgn0260243	E(var)3-9	NM_141595
FBgn0262017	CG42830	NM_001201905
FBgn0051635	CG31635	NM_164696
FBgn0051635	CG31635	NM_001273207
FBgn0051635	CG31635	NM_001273206
FBgn0051635	CG31635	NM_001273208
FBgn0051635	CG31635	NM_001273211
FBgn0051635	CG31635	NM_001103632
FBgn0051635	CG31635	NM_001273209
FBgn0051635	CG31635	NM_001273210
FBgn0031375	erm	NM_001272961
FBgn0031375	erm	NM_001272960
FBgn0031375	erm	NM_134787
FBgn0031375	erm	NM_001272962
FBgn0050229	tRNA:Leu-AAG-1-4	NA
FBgn0263851	snoRNA:CD-24	NA
FBgn0267745	lncRNA:CR46076	NA
FBgn0266774	lncRNA:CR45239	NA
FBgn0031778	lncRNA:CR9162	NA
FBgn0039850	CG11333	NM_143612
FBgn0259740	CG42394	NM_001260106
FBgn0259740	CG42394	NM_001170113
FBgn0259740	CG42394	NM_001300349
FBgn0259740	CG42394	NM_001144563
FBgn0035600	Cyt-c1	NM_139701
FBgn0035600	Cyt-c1	NM_001259708
FBgn0051713	Apf	NM_164880
FBgn0265199	CG44259	NM_001300444
FBgn0030239	CG17333	NM_132428
FBgn0039227	polybromo	NM_143031
FBgn0050098	CG30098	NM_166171
FBgn0040688	CG12483	NM_144069
FBgn0029905	Nf-YC	NM_132126
FBgn0031146	CG15449	NM_134579
FBgn0032448	CG5781	NM_135739
FBgn0083024	snoRNA:Psi18S-640c	NA
FBgn0038558	CG12347	NM_142411
FBgn0038558	CG12347	NM_001260244
FBgn0038665	euc	NM_142508
FBgn0038665	euc	NM_001260259
FBgn0030791	CG9132	NM_206768
FBgn0030791	CG9132	NM_206767
FBgn0030791	CG9132	NM_001258791
FBgn0259965	Sfp35C	NM_001316395
FBgn0259965	Sfp35C	NM_001169511
FBgn0038312	Zip88E	NM_142183
FBgn0029747	CG5062	NM_131979
FBgn0030449	Fer3HCH	NM_132626
FBgn0036085	CG6527	NM_176315
FBgn0036085	CG6527	NM_001300092
FBgn0029965	Ir7b	NM_132182
FBgn0264568	lncRNA:CR43940	NA
FBgn0265444	lncRNA:CR44344	NA
FBgn0035622	TM9SF3	NM_139722
FBgn0284252	Letm1	NM_166674
FBgn0284252	Letm1	NM_166675
FBgn0284252	Letm1	NM_138078
FBgn0032269	w-cup	NM_135579
FBgn0032269	w-cup	NM_001201858
FBgn0263628	asRNA:CR43637	NA
FBgn0036479	CG13458	NM_140491
FBgn0028408	Drep2	NM_001273891
FBgn0028408	Drep2	NM_001259293
FBgn0028408	Drep2	NM_001103768
FBgn0028408	Drep2	NM_136634
FBgn0053233	CG33233	NM_206257
FBgn0053233	CG33233	NM_206256
FBgn0040283	SMC1	NM_142954
FBgn0040871	CG12479	NM_144227
FBgn0015222	Fer1HCH	NM_001276175
FBgn0015222	Fer1HCH	NM_001300679
FBgn0015222	Fer1HCH	NM_001260438
FBgn0015222	Fer1HCH	NM_170482
FBgn0015222	Fer1HCH	NM_170480
FBgn0015222	Fer1HCH	NM_080134
FBgn0015222	Fer1HCH	NM_001260437
FBgn0015222	Fer1HCH	NM_170481
FBgn0015222	Fer1HCH	NM_170479
FBgn0052631	CG32631	NM_167372
FBgn0051639	CG31639	NM_164687
FBgn0051639	CG31639	NM_164686
FBgn0034705	CG11170	NM_001299779
FBgn0034705	CG11170	NM_166516
FBgn0034705	CG11170	NM_001299778
FBgn0036951	CG7017	NM_001275166
FBgn0036951	CG7017	NM_140933
FBgn0266570	NO66	NM_167007
FBgn0266570	NO66	NM_131932
FBgn0034198	CG11400	NM_137349
FBgn0034198	CG11400	NM_001299591
FBgn0029952	CG12689	NM_132171
FBgn0013347	TfIIA-S	NM_079743
FBgn0034308	Naus	NM_001299636
FBgn0034308	Naus	NM_137455
FBgn0035134	CG1231	NM_138188
FBgn0053687	CG33687	NM_001031959
FBgn0034766	Obp59a	NM_176249
FBgn0262516	Trpml	NM_140888
FBgn0031257	CG4133	NM_134682
FBgn0031257	CG4133	NM_001272898
FBgn0031257	CG4133	NM_001272897
FBgn0033467	Pdrg1	NM_136694
FBgn0266747	lncRNA:CR45220	NA
FBgn0264352	lncRNA:CR43808	NA
FBgn0263601	mib1	NM_001274984
FBgn0263601	mib1	NM_140569
FBgn0085461	CG34432	NM_001104513
FBgn0264897	CG44088	NM_001275337
FBgn0030331	CG15221	NM_001103487
FBgn0265819	lncRNA:CR44608	NA
FBgn0036872	CG12519	NM_140857
FBgn0036872	CG12519	NM_001275117
FBgn0085231	CG34202	NM_001103916
FBgn0016697	Prosalpha5	NM_166221
FBgn0016697	Prosalpha5	NM_057854
FBgn0016059	Sema1b	NM_001169707
FBgn0016059	Sema1b	NM_206157
FBgn0016059	Sema1b	NM_137400
FBgn0044049	Ilp4	NM_140104
FBgn0030452	MFS10	NM_132629
FBgn0030452	MFS10	NM_001298259
FBgn0030452	MFS10	NM_001298260
FBgn0032057	CG9287	NM_135400
FBgn0032972	CG10834	NM_136287
FBgn0004926	eIF2beta	NM_079319
FBgn0250843	Prosalpha6	NM_001298869
FBgn0250843	Prosalpha6	NM_078808
FBgn0051383	tRNA:Leu-TAG-1-1	NA
FBgn0085192	CG34163	NM_001103680
FBgn0085192	CG34163	NM_001273471
FBgn0259741	CG42395	NM_001144710
FBgn0085212	CG34183	NM_001103664
FBgn0053169	CG33169	NM_176390
FBgn0053169	CG33169	NM_001144527
FBgn0051973	Cda5	NM_001258877
FBgn0051973	Cda5	NM_164354
FBgn0051973	Cda5	NM_001258879
FBgn0051973	Cda5	NM_001103575
FBgn0051973	Cda5	NM_001258876
FBgn0051973	Cda5	NM_164353
FBgn0051973	Cda5	NM_001103574
FBgn0051973	Cda5	NM_001258878
FBgn0004914	Hnf4	NM_164834
FBgn0004914	Hnf4	NM_001103656
FBgn0004914	Hnf4	NM_164833
FBgn0004914	Hnf4	NM_057539
FBgn0004914	Hnf4	NM_001298829
FBgn0051861	CG31861	NM_164997
FBgn0033984	Lap1	NM_001202009
FBgn0033984	Lap1	NM_137163
FBgn0038079	NijC	NM_001104290
FBgn0038079	NijC	NM_001144571
FBgn0038079	NijC	NM_001104292
FBgn0038079	NijC	NM_001104291
FBgn0038079	NijC	NM_001144569
FBgn0038079	NijC	NM_001144570
FBgn0032110	CG3748	NM_205941
FBgn0032110	CG3748	NM_135437
FBgn0037520	CG18268	NM_141482
FBgn0024973	CG2701	NM_130669
FBgn0263341	lncRNA:CR43422	NA
FBgn0259964	Sfp33A3	NM_001169488
FBgn0000355	Cp15	NM_079255
FBgn0003716	tkv	NM_175976
FBgn0003716	tkv	NM_175977
FBgn0003716	tkv	NM_175978
FBgn0003716	tkv	NM_175975
FBgn0037021	CG11399	NM_140997
FBgn0031449	CG31689	NM_164494
FBgn0031449	CG31689	NM_001273025
FBgn0031449	CG31689	NM_164495
FBgn0031449	CG31689	NM_134859
FBgn0031449	CG31689	NM_001273024
FBgn0031449	CG31689	NM_164493
FBgn0031449	CG31689	NM_001273022
FBgn0031449	CG31689	NM_001273023
FBgn0027505	Rab3-GAP	NM_164989
FBgn0027505	Rab3-GAP	NM_135700
FBgn0036751	Adgf-B	NM_140749
FBgn0267862	CR46150	NA
FBgn0020377	Sr-CII	NM_001201979
FBgn0020377	Sr-CII	NM_079981
FBgn0035103	Vdup1	NM_167798
FBgn0035103	Vdup1	NM_001169832
FBgn0035103	Vdup1	NM_001274255
FBgn0035103	Vdup1	NM_138160
FBgn0035103	Vdup1	NM_206221
FBgn0266315	lncRNA:CR44980	NA
FBgn0036695	Papst2	NM_140697
FBgn0033449	CG1663	NM_136677
FBgn0037263	slx1	NM_141227
FBgn0053236	Ste:CG33236	NM_206709
FBgn0085330	CG34301	NM_001104240
FBgn0029818	GAA1	NM_132045
FBgn0267893	CR46181	NA
FBgn0051229	CG31229	NM_169828
FBgn0050381	PIG-X	NM_001103751
FBgn0050381	PIG-X	NM_001299243
FBgn0266028	asRNA:CR44793	NA
FBgn0035043	CG4781	NM_138107
FBgn0030247	CG15208	NM_001298171
FBgn0030247	CG15208	NM_132436
FBgn0030247	CG15208	NM_001298170
FBgn0038803	CG5191	NM_169905
FBgn0038803	CG5191	NM_142636
FBgn0038803	CG5191	NM_169903
FBgn0038803	CG5191	NM_169904
FBgn0038803	CG5191	NM_169902
FBgn0038803	CG5191	NM_001300502
FBgn0260451	CG14042	NM_001042872
FBgn0260451	CG14042	NM_001042871
FBgn0260451	CG14042	NM_001298680
FBgn0034867	CG13557	NM_137954
FBgn0030178	Naxe	NM_132376
FBgn0052636	lncRNA:CR32636	NA
FBgn0002909	mus312	NM_139847
FBgn0002909	mus312	NM_001144430
FBgn0002909	mus312	NM_168200
FBgn0031406	Send1	NM_134818
FBgn0034605	Ugt49C1	NM_137720
FBgn0034605	Ugt49C1	NM_001043100
FBgn0035280	Cpr62Bb	NM_001274363
FBgn0035280	Cpr62Bb	NM_139410
FBgn0035280	Cpr62Bb	NM_001144397
FBgn0037067	Cpr78Ca	NM_141041
FBgn0027101	Dyrk3	NM_001038725
FBgn0027101	Dyrk3	NM_001038721
FBgn0027101	Dyrk3	NM_001038723
FBgn0086444	l(2)37Cb	NM_136102
FBgn0000356	Cp16	NM_079257
FBgn0263764	lncRNA:CR43681	NA
FBgn0266980	lncRNA:CR45431	NA
FBgn0265932	lncRNA:CR44721	NA
FBgn0028668	Vha16-2	NM_168459
FBgn0038172	Adgf-D	NM_079621
FBgn0085438	CG34409	NM_001104258
FBgn0266691	lncRNA:CR45181	NA
FBgn0003175	px	NM_166535
FBgn0003175	px	NA
FBgn0003175	px	NM_001274207
FBgn0003175	px	NM_001103947
FBgn0003175	px	NM_001274206
FBgn0036702	CG6512	NM_168722
FBgn0036702	CG6512	NM_168720
FBgn0267197	lncRNA:CR45637	NA
FBgn0040234	c12.2	NM_001272452
FBgn0040234	c12.2	NM_144347
FBgn0032132	CG4382	NM_135457
FBgn0021825	DCTN2-p50	NM_079951
FBgn0035495	CG14989	NM_001259682
FBgn0035495	CG14989	NM_001300003
FBgn0035495	CG14989	NM_001259683
FBgn0035495	CG14989	NM_139598
FBgn0033130	Tsp42Ei	NM_078911
FBgn0033130	Tsp42Ei	NM_001273827
FBgn0267482	asRNA:CR45832	NA
FBgn0001104	Galphai	NM_058154
FBgn0030863	CG8188	NM_001038763
FBgn0030863	CG8188	NM_001298454
FBgn0030863	CG8188	NM_001298455
FBgn0030863	CG8188	NM_133009
FBgn0286728	snoRNA:Or-CD13	NA
FBgn0036910	Cyp305a1	NM_140894
FBgn0034094	Tsf3	NM_079035
FBgn0003042	Pc	NM_079475
FBgn0033371	CNT1	NM_136603
FBgn0035545	CG12607	NM_001144412
FBgn0035545	CG12607	NM_139646
FBgn0035545	CG12607	NM_001274486
FBgn0266217	lncRNA:CR44912	NA
FBgn0037133	CG7370	NM_141106
FBgn0032329	Art8	NM_135634
FBgn0001084	fy	NM_058152
FBgn0001084	fy	NM_001273321
FBgn0040207	kat80	NM_001298388
FBgn0040207	kat80	NM_078639
FBgn0040207	kat80	NM_167488
FBgn0265605	Ric	NM_057863
FBgn0265605	Ric	NM_001169694
FBgn0034523	Nnf1a	NM_137648
FBgn0036336	ste14	NM_140366
FBgn0036336	ste14	NM_001274864
FBgn0051025	Ppi1	NM_170467
FBgn0051025	Ppi1	NM_170466
FBgn0286929	CG46426	NA
FBgn0250817	lncRNA:CR40465	NA
FBgn0035449	CG14971	NM_139560
FBgn0052423	shep	NM_001169879
FBgn0052423	shep	NM_001274510
FBgn0052423	shep	NM_168113
FBgn0052423	shep	NM_168114
FBgn0052423	shep	NM_168112
FBgn0052423	shep	NM_168111
FBgn0052423	shep	NM_001259707
FBgn0052423	shep	NM_001274509
FBgn0036815	HipHop	NM_168777
FBgn0036815	HipHop	NM_140804
FBgn0266906	asRNA:CR45366	NA
FBgn0005617	msl-1	NM_001299125
FBgn0005617	msl-1	NM_057548
FBgn0264460	asRNA:CR43868	NA
FBgn0030521	CtsB1	NM_132692
FBgn0030521	CtsB1	NM_001272607
FBgn0029679	CG2901	NM_130721
FBgn0265845	lncRNA:CR44634	NA
FBgn0031434	insv	NM_134846
FBgn0031434	insv	NM_001298637
FBgn0267995	asRNA:CR46262	NA
FBgn0261984	Ire1	NM_001104369
FBgn0260953	CG42585	NM_001169506
FBgn0042135	Gdap2	NM_001259262
FBgn0042135	Gdap2	NM_001273860
FBgn0042135	Gdap2	NM_001273861
FBgn0042135	Gdap2	NM_165552
FBgn0042135	Gdap2	NM_165553
FBgn0042135	Gdap2	NM_165554
FBgn0083975	Nlg4	NM_001170190
FBgn0083975	Nlg4	NM_001300491
FBgn0083975	Nlg4	NA
FBgn0083975	Nlg4	NM_001170191
FBgn0083975	Nlg4	NM_001043265
FBgn0264871	asRNA:CR44062	NA
FBgn0263970	lncRNA:CR43724	NA
FBgn0038732	CG11391	NM_142573
FBgn0262966	CG43277	NM_001259508
FBgn0031688	Cyp28d2	NM_135067
FBgn0036318	Wbp2	NM_001274857
FBgn0036318	Wbp2	NM_001274858
FBgn0036318	Wbp2	NM_001144472
FBgn0036318	Wbp2	NM_001274856
FBgn0036318	Wbp2	NM_140350
FBgn0036318	Wbp2	NM_001144473
FBgn0053415	5SrRNA:CR33415	NA
FBgn0012011	tRNA:Val-AAC-1-1	NA
FBgn0052085	CG32085	NM_168470
FBgn0031333	CG5561	NM_134752
FBgn0259712	CG42366	NM_164876
FBgn0259712	CG42366	NM_001273378
FBgn0051347	CG31347	NM_169477
FBgn0262163	betaNACtes5	NA
FBgn0263472	snoRNA:2R:9445205	NA
FBgn0036553	CG17027	NM_001274980
FBgn0036553	CG17027	NM_140566
FBgn0037627	CG13318	NM_141574
FBgn0263290	lncRNA:CR43399	NA
FBgn0029067	Dd	NM_134605
FBgn0029067	Dd	NM_001298586
FBgn0029067	Dd	NM_001298587
FBgn0039193	CG13613	NM_001104430
FBgn0034723	CG13506	NM_137822
FBgn0034723	CG13506	NM_001299789
FBgn0030117	ric8b	NA
FBgn0034076	Jhedup	NM_137241
FBgn0034397	CG15082	NM_137534
FBgn0034397	CG15082	NM_001274151
FBgn0040648	CG11666	NM_167721
FBgn0265084	CG44195	NM_001274609
FBgn0082970	snoRNA:Psi28S-3316c	NA
FBgn0267742	lncRNA:CR46073	NA
FBgn0050200	tRNA:Ala-CGC-1-3	NA
FBgn0265661	lncRNA:CR44468	NA
FBgn0266252	lncRNA:CR44947	NA
FBgn0039077	CG17380	NM_142888
FBgn0034360	CG10927	NM_137501
FBgn0031708	CG7382	NM_135085
FBgn0008646	E5	NM_080086
FBgn0053380	5SrRNA:CR33380	NA
FBgn0267090	lncRNA:CR45534	NA
FBgn0033685	OSCP1	NA
FBgn0033259	Tmem63	NM_136507
FBgn0265255	lncRNA:CR44269	NA
FBgn0039942	CG17163	NM_001258470
FBgn0039942	CG17163	NM_001015255
FBgn0031285	CG3662	NM_001258898
FBgn0031285	CG3662	NM_001169376
FBgn0031285	CG3662	NM_134705
FBgn0031285	CG3662	NM_001038778
FBgn0266885	lncRNA:CR45346	NA
FBgn0031619	CG3355	NM_164594
FBgn0031619	CG3355	NM_135004
FBgn0039282	Bili	NM_001170254
FBgn0039282	Bili	NM_001170252
FBgn0039282	Bili	NM_001170251
FBgn0039282	Bili	NM_001170255
FBgn0039282	Bili	NM_001300592
FBgn0039282	Bili	NM_001170253
FBgn0039282	Bili	NM_143085
FBgn0032184	CG13135	NM_164888
FBgn0032184	CG13135	NM_001273386
FBgn0039017	CG6985	NM_142834
FBgn0267266	lncRNA:CR45702	NA
FBgn0052027	lncRNA:CR32027	NA
FBgn0265367	lncRNA:CR44308	NA
FBgn0037879	scpr-C	NM_141796
FBgn0037879	scpr-C	NM_001300353
FBgn0259938	cwo	NM_001260096
FBgn0259938	cwo	NM_080036
FBgn0259938	cwo	NM_001260095
