intron	gene	TPM	PSI	intron_position	intron_length	intron_type	ss5_maxEnt	ss3_maxEnt	contains_enhancer	upexon_length	downexon_length	three_length	ie_count_5m	ie_count_10m	ie_count_20m	ee_count_5m	ee_count_10m	ee_count_20m	halflife	halflife_error	accuracy
chr3L:4172968:4173276:+@chr3L:4173338:4173789:+	FBgn0261274	57.6246	0.015	4	62	CI	9.73	6.1	0	308	451	451	26	9	6	31	59	114	1.09043	0.01977848	0.03125
chr3L:19717616:19717787:-@chr3L:19717857:19718079:-	FBgn0261360	8.027835	0.025	10	70	CI	9.79	4.85	0	222	171	5160	30	23	13	14	22	48	4.480469	0.1374009	0.01666667
chr3L:14767858:14768607:-@chr3L:14769012:14769229:-	FBgn0036448	29.3922	0.035	1	405	CI	8.38	7.53	0	217	749	6166	32	34	18	116	164	161	1.591992	0.04453536	0.006944444
chr3L:8712049:8712688:-@chr3L:8712746:8713052:-	FBgn0011509	143.9729	0	NA	58	CI	NA	NA	0	306	639	639	29	16	21	52	106	167	1.314063	0.02837888	NA
chr3R:12106611:12106746:+@chr3R:12107803:12108130:+	FBgn0250823	82.76625	0.175	1	1057	CI	3.6	3.98	0	135	327	22687	83	58	36	12	29	57	14.76875	1.12544	0.08333333
chr3R:11042140:11044140:-@chr3R:11044198:11044421:-	FBgn0038303	21.3438	0.015	2	58	CI	7.8	8.45	0	223	2000	3656	39	26	23	19	38	36	5.9	0.2021843	0.04166667
chr3L:2587576:2587890:+@chr3L:2588084:2588883:+	FBgn0261602	4693.159	0.03	NA	194	CI	NA	NA	0	314	799	799	266	200	155	786	1055	1561	1.1625	0.005008749	NA
chr3R:1363108:1363272:+@chr3R:1363328:1363753:+	FBgn0010051	11.96167	0.03	17	56	CI	9.45	8.93	0	164	425	1805	14	14	12	16	17	41	3.484375	0.06388601	0.05263158
chrX:12545328:12545450:+@chrX:12545512:12545631:+	FBgn0030412	13.67619	0.085	17	62	CI	11.01	NA	0	122	119	1963	6	13	13	31	68	98	1.271484	0.04030353	0.02564103
chr3L:17426968:17427237:+@chr3L:17427289:17427433:+	FBgn0052176	20.1725	0.03	1	52	CI	6.64	5.51	0	269	144	3782	13	11	7	23	48	80	1.588672	0.08911708	0.02857143
chr2R:6318039:6319420:+@chr2R:6320544:6320708:+	FBgn0262114	45.8321	0.02	NA	1124	CI	NA	NA	0	1381	164	3542	18	8	10	49	89	128	1.065234	0.03831897	NA
chr3R:16401868:16402446:-@chr3R:16402528:16402732:-	FBgn0038805	85.0481	0.075	1	82	CI	3.1	8.41	0	204	578	1479	11	48	46	3	23	44	9.38125	0.2345074	0.1428571
chr2L:8968079:8968376:+@chr2L:8968773:8970043:+	FBgn0032082	27.28498	0.13	2	397	CI	9.45	7.7	0	297	1270	1854	68	51	74	63	140	185	3.45	0.04286327	0.01315789
chr3R:7626594:7626750:-@chr3R:7626882:7627015:-	FBgn0051116	32.56391	0.18	5	132	RI	9.82	3.66	0	133	156	3784	56	38	26	11	38	64	5.196094	0.1606951	0.08333333
chr2L:1611410:1611868:+@chr2L:1612006:1612576:+	FBgn0031351	16.996	0.01	1	138	CI	8.4	6.71	0	458	570	570	11	24	8	10	47	70	2.012109	0.09514693	0.09090909
chr3L:14747185:14747650:-@chr3L:14750004:14750436:-	FBgn0013263	71.64469	0.06	NA	2354	CI	NA	NA	2	432	465	6621	17	9	8	31	93	128	1.385547	0.08205283	NA
chr3R:17027407:17028052:+@chr3R:17028174:17028307:+	FBgn0264357	46.05577	0.03	3	122	CI	9.06	9.3	0	645	133	11817	40	13	15	47	94	136	2.480859	0.2432109	0.01851852
chr3L:19824491:19825270:-@chr3L:19825328:19825812:-	FBgn0003744	34.3981	0.01	NA	58	CI	NA	NA	0	484	779	1306	25	20	14	10	57	95	2.244922	0.0482041	NA
chr4:939162:939402:-@chr4:939529:941825:-	FBgn0023213	116.1412	0	9	127	CI	9.45	6.58	0	2296	240	3479	11	4	1	119	214	198	0.2211914	0.02690294	0.006993007
chr4:1216468:1216717:-@chr4:1216791:1216888:-	FBgn0039924	90.2218	0.035	3	74	RI	5.17	6	0	97	249	3672	110	80	122	54	60	92	10.8875	0.1855822	0.01315789
chr2R:20897903:20898139:-@chr2R:20898835:20898986:-	FBgn0265434	233.4394	0.195	1	696	CI	5.48	8.38	1	151	236	20046	238	207	102	44	45	61	26.425	0.3982252	0.002506266
chr2R:3818559:3818729:-@chr2R:3818790:3819060:-	FBgn0023171	83.05701	0.105	3	61	CI	5.46	4.02	0	270	170	170	20	24	42	14	52	88	3.907813	0.05392235	0.02941176
chr3R:19138609:19138812:-@chr3R:19139164:19139280:-	FBgn0003118	255.7435	0.005	2	352	CI	10.57	9.69	0	116	203	22859	138	86	60	500	608	671	2.403125	0.09140425	0.001801802
chr3L:15556708:15556829:+@chr3L:15557116:15558372:+	FBgn0036510	54.81676	0.025	NA	287	CI	NA	NA	0	121	1256	1543	20	23	19	24	35	90	2.775781	0.05512506	NA
chr2R:4486977:4487206:-@chr2R:4487316:4487467:-	FBgn0033309	53.3798	0.075	1	110	CI	7.91	3.96	0	151	229	2729	59	62	59	25	40	74	7.715625	0.1914676	0.03846154
chrX:12527660:12527990:+@chrX:12529765:12530316:+	FBgn0030412	13.67619	0.03	NA	1775	CI	NA	NA	0	330	551	17710	17	18	4	6	10	11	9.34375	0.6835877	NA
chrX:5648062:5648389:-@chrX:5648470:5648574:-	FBgn0029800	67.38166	0.015	3	81	CI	11.01	NA	0	104	327	966	26	25	25	43	99	179	1.630469	0.01745021	0.01428571
chrX:16194259:16194364:+@chrX:16194431:16194741:+	FBgn0030735	12.93426	0.015	9	67	CI	4.94	NA	0	105	310	2910	15	9	13	35	66	67	1.694531	0.06778011	0.02702703
chr3R:12822775:12822896:+@chr3R:12823187:12824014:+	FBgn0038463	31.6499	0.015	2	291	SEflanking	6.51	10.01	0	121	827	1984	26	20	3	23	44	71	1.765625	0.04549696	0.03225806
chr2R:5849068:5849567:+@chr2R:5849731:5850165:+	FBgn0033466	44.17899	0.045	6	164	RI	9.89	10.38	0	499	434	1627	17	16	14	8	13	30	5.09375	0.1929131	0.1111111
chr2L:16451376:16451927:+@chr2L:16452194:16455194:+	FBgn0020414	180.9747	0.01	2	267	CI	8.56	6.86	0	551	3000	3000	13	16	17	22	45	49	3.089063	0.1294494	0.02777778
chr2L:8162123:8162237:-@chr2L:8162311:8162452:-	FBgn0031992	264.6966	0.035	NA	74	CI	NA	NA	0	141	114	441	67	62	86	144	177	300	2.440625	0.02364208	NA
chr2L:21304825:21304931:-@chr2L:21308288:21309091:-	FBgn0032940	48.49773	0.005	NA	3357	CI	NA	NA	0	803	106	18853	31	19	19	96	126	138	2.590625	0.1014521	NA
chr2L:6778555:6779651:-@chr2L:6779712:6779971:-	FBgn0015776	88.5892	0.025	NA	61	CI	NA	NA	0	259	1096	1096	11	10	4	56	93	142	0.5894531	0.01541724	NA
chr2R:5291812:5291963:-@chr2R:5296718:5297158:-	FBgn0016078	20.35718	0.04	2	4755	CI	11.37	7.81	0	440	151	3927	15	6	5	12	32	39	2.010156	0.1500526	0.05882353
chr3L:1865430:1865917:+@chr3L:1867141:1869491:+	FBgn0035285	39.72613	0.085	NA	1224	CI	NA	NA	0	487	2350	2350	46	42	30	34	66	116	3.270313	0.0477726	NA
chr3R:16945917:16946461:-@chr3R:16946556:16946691:-	FBgn0023423	26.0226	0.035	NA	95	CI	NA	NA	0	135	544	1487	46	37	19	69	175	258	1.326563	0.01929462	NA
chr2R:12903731:12905304:-@chr2R:12905568:12906430:-	FBgn0034181	58.56857	0.01	2	264	CI	9.22	5.86	0	862	1573	1573	34	27	10	28	72	100	1.910938	0.04748455	0.02272727
chr3R:7239336:7239754:+@chr3R:7239813:7240364:+	FBgn0037894	64.9718	0.045	3	59	RI	8.05	5.45	0	418	551	2051	23	21	21	24	49	66	3.126563	0.09835532	0.03571429
chr3L:1533494:1533801:-@chr3L:1533857:1534034:-	FBgn0035227	43.68459	0.015	1	56	CI	9.89	3.04	0	177	307	10387	28	23	16	41	80	80	3.100781	0.1314019	0.02040816
chr3R:643997:645459:-@chr3R:645516:645632:-	FBgn0037282	31.40046	0.02	NA	57	RI	NA	NA	0	116	1462	1757	22	21	9	21	69	93	1.762891	0.05870366	NA
chr3R:20940701:20940914:-@chr3R:20940977:20941762:-	FBgn0051108	13.16685	0.04	3	63	CI	8.83	6.99	0	785	213	2325	14	7	3	38	59	77	0.875	0.03408299	0.02439024
chr3R:11734120:11734441:+@chr3R:11734501:11734660:+	FBgn0038381	13.7193	0.065	1	60	CI	11.45	7.9	0	321	159	1588	8	12	7	2	7	13	5.978125	0.2612186	0.1666667
chr3R:8815858:8815999:+@chr3R:8816063:8816221:+	FBgn0051342	29.20126	0.03	6	64	RI	7.4	9.62	0	141	158	1202	41	29	20	34	90	84	2.460547	0.04657267	0.02439024
chr3L:434083:436159:-@chr3L:436222:436613:-	FBgn0001316	45.02893	0.01	NA	63	CI	NA	NA	0	391	2076	2076	33	20	4	32	107	157	1.253516	0.05195355	NA
chr2R:19584718:19585131:-@chr2R:19585190:19585347:-	FBgn0050183	6.15963	0.03	1	59	CI	5.9	3.22	0	157	413	7361	17	17	8	33	45	63	2.415234	0.06955885	0.02222222
chr3R:22893080:22893217:-@chr3R:22894866:22895792:-	FBgn0003495	185.0421	0.015	1	1649	CI	8.94	10.35	0	926	137	2505	39	36	10	59	69	111	2.003516	0.04016603	0.01086957
chr3R:9504001:9504195:+@chr3R:9504257:9504414:+	FBgn0038167	19.47638	0.015	3	62	CI	10.16	6.46	0	194	157	895	17	7	8	33	87	154	0.8508789	0.03120809	0.02777778
chr2R:13679350:13679645:+@chr2R:13679709:13679953:+	FBgn0028744	70.8674	0.025	4	64	CI	8.07	5.79	0	295	244	244	29	26	19	42	76	157	1.656836	0.01339642	0.01923077
chr2L:20657268:20657475:+@chr2L:20657537:20658155:+	FBgn0032873	33.78258	0.01	4	62	CI	8.28	7.26	0	207	618	1681	16	9	6	27	51	78	1.257812	0.04842779	0.03030303
chr3R:12284002:12292107:-@chr3R:12292185:12292559:-	FBgn0250754	39.3667	0.005	6	78	CI	11.01	8.34	0	374	8105	8105	24	17	8	76	104	89	1.563672	0.05068628	0.01075269
chr2L:2214972:2215456:-@chr2L:2215515:2216311:-	FBgn0031398	17.11505	0.095	1	59	CI	6.38	-4.84	0	796	484	484	14	10	3	8	21	52	1.775	0.03800966	0.07142857
chr3R:19956542:19956798:+@chr3R:19956860:19959170:+	FBgn0026317	25.2465	0.015	3	62	CI	11.45	7.3	0	256	2310	3516	7	9	3	17	22	23	2.001953	0.102342	0.04545455
chr3L:16103583:16105014:-@chr3L:16105098:16105198:-	FBgn0263603	43.03118	0.025	2	84	CI	8.62	-6.99	0	100	1431	5320	44	44	42	35	59	93	5.039063	0.1535611	0.02439024
chr2R:10046000:10046561:+@chr2R:10046638:10046939:+	FBgn0033899	26.2363	0.025	3	77	CI	5.56	6.9	0	561	301	301	11	13	8	23	33	36	2.174609	0.04320989	0.04
chr3R:1181049:1181272:+@chr3R:1181556:1181664:+	FBgn0037313	180.2452	0.04	2	284	RI	10.36	5.89	0	223	108	914	41	54	38	30	53	83	4.617969	0.0893175	0.03030303
chr3R:23459:23593:+@chr3R:23943:24494:+	FBgn0037215	33.35387	0.07	2	350	RI	8.46	1.32	0	134	551	6351	46	37	30	30	44	104	4.471094	0.1261885	0.02439024
chr3R:8042603:8043268:-@chr3R:8043328:8044385:-	FBgn0037998	22.7809	0.025	3	60	RI	6.84	2.16	0	1057	665	3754	27	20	22	15	30	54	4.5	0.1960777	0.05263158
chr2R:19946007:19946214:+@chr2R:19946455:19946656:+	FBgn0034967	5294.838	0.01	2	241	SEflanking	7.97	9.77	1	207	201	551	538	480	345	1729	1883	2851	1.348438	0.004851942	0.0004214075
chr2R:9871390:9871645:+@chr2R:9871703:9872398:+	FBgn0033891	23.66398	0.025	3	58	CI	2.02	1.63	0	255	695	695	4	18	7	9	4	30	4.034375	0.04924417	0.06666667
chrX:15204411:15205249:+@chrX:15209120:15209283:+	FBgn0261703	12.0926	0.055	3	3871	CI	8.83	NA	0	838	163	3987	4	2	1	24	60	68	0.422998	0.04712455	0.02941176
chr3L:10680152:10680262:+@chr3L:10680338:10680439:+	FBgn0010762	13.18236	0.095	NA	76	SEflanking	NA	NA	0	110	101	3496	15	13	7	28	58	101	1.445313	0.05899952	NA
chr3L:7526226:7526543:+@chr3L:7526607:7527265:+	FBgn0028582	32.35167	0.005	NA	64	CI	NA	NA	0	317	658	6505	17	13	7	46	81	92	1.437109	0.05887151	NA
chr3L:3839424:3839523:+@chr3L:3839606:3841232:+	FBgn0004875	19.108	0.05	11	83	CI	9.16	-3.38	0	99	1626	2720	12	12	5	12	59	69	1.562109	0.1061736	0.05882353
chr2R:14507971:14508279:-@chr2R:14508344:14508460:-	FBgn0034366	12.00343	0.02	7	65	CI	6.36	8.11	0	116	308	308	2	1	2	8	5	27	0.971875	0.1069267	0.1111111
chrX:20344594:20345035:-@chrX:20345249:20345509:-	FBgn0031118	10.2622	0.1	12	214	RI	8.69	NA	0	260	441	4053	13	12	9	7	22	28	3.877344	0.1962921	0.1111111
chr2L:13275588:13275838:+@chr2L:13276247:13276291:+	FBgn0264894	21.43127	0.12	8	409	CI	8.33	8.81	0	250	44	7796	5	1	1	2	3	2	5.214844	1.766709	0.1428571
chr3R:24367996:24368901:-@chr3R:24368967:24369386:-	FBgn0039588	8.6314	0.02	4	66	CI	6.04	3.67	0	419	905	905	9	13	7	15	25	45	2.132813	0.07535458	0.05263158
chr2R:9382727:9384656:-@chr2R:9384873:9385038:-	FBgn0004638	123.5748	0.01	NA	217	CI	NA	NA	1	165	1929	1929	13	9	8	85	92	153	0.6701172	0.00890724	NA
chr2R:17054235:17054339:-@chr2R:17054395:17054547:-	FBgn0034598	51.02296	0.03	4	56	CI	7.87	9.02	0	152	104	5121	13	8	10	28	61	66	1.704688	0.09358097	0.01785714
chr3R:13498643:13499198:+@chr3R:13499299:13499550:+	FBgn0000063	14.16993	0.045	3	101	RI	7.83	11.8	0	555	251	251	12	10	5	7	23	34	2.132031	0.06171347	0.1
chr3L:16776110:16776345:+@chr3L:16776408:16777812:+	FBgn0036662	30.52467	0.055	1	63	CI	9.6	3.33	0	235	1404	1938	42	38	28	46	77	106	2.917188	0.05780992	0.01694915
chr3L:3718196:3718472:-@chr3L:3718638:3718990:-	FBgn0052264	11.08571	0.015	10	166	CI	8.4	8.63	0	352	276	3646	2	5	7	6	27	45	1.618359	0.1116383	0.1
chrX:13298782:13299117:+@chrX:13302321:13302607:+	FBgn0030484	127.28	0.085	1	3204	CI	10.47	NA	1	335	286	1035	55	14	12	35	92	109	1.56875	0.04390522	0.01724138
chr3L:2484564:2484837:+@chr3L:2485073:2485228:+	FBgn0266696	155.905	0.015	12	236	SEflanking	10.03	6.2	0	273	155	14153	86	46	13	327	335	337	1.487891	0.05705063	0.002673797
chr2R:17585893:17586105:-@chr2R:17590178:17590335:-	FBgn0010228	879.5525	0.105	1	4073	CI	6.81	10.26	1	157	212	1112	13	4	6	44	75	153	0.6083008	0.01241564	0.04895105
chr2L:2223243:2223633:+@chr2L:2223705:2224526:+	FBgn0031401	32.65456	0.01	NA	72	CI	NA	NA	0	390	821	1839	17	8	6	34	79	120	0.9453125	0.02893589	NA
chr3L:7969506:7969674:+@chr3L:7969768:7970370:+	FBgn0035830	86.5953	0.005	1	94	CI	7.65	4.78	0	168	602	1181	7	12	8	27	31	48	1.81875	0.04112077	0.03846154
chr3L:6723262:6726167:-@chr3L:6726229:6730386:-	FBgn0261934	9.983325	0.03	9	62	CI	10.77	8.98	0	4157	2905	4267	6	7	0	12	32	32	1.128711	0.1231417	0.05
chrX:11231730:11231895:-@chrX:11232705:11232822:-	FBgn0028421	8.550244	0.06	3	810	CI	10.57	NA	0	117	165	3675	23	15	13	36	85	114	1.636914	0.06426001	0.01886792
chr2R:19866324:19868268:+@chr2R:19871067:19872700:+	FBgn0005612	15.1328	0.105	NA	2799	CI	NA	NA	1	1944	1633	1633	42	26	15	32	64	79	2.442969	0.05028193	NA
chrX:5567863:5568206:-@chrX:5568255:5568742:-	FBgn0046687	71.57373	0.045	6	49	RI	10.86	NA	0	487	343	343	75	45	15	17	46	37	4.344531	0.06337721	1
chr3R:16889620:16889833:-@chr3R:16890017:16890162:-	FBgn0025865	134.0132	0.105	NA	184	CI	NA	NA	0	145	213	2431	89	117	80	69	137	188	4.5125	0.07771808	NA
chr3R:1287796:1288531:-@chr3R:1289937:1290475:-	FBgn0037327	34.21817	0.12	1	1406	CI	10.75	8.68	0	538	735	4246	24	23	10	36	57	92	2.129688	0.07621119	0.03921569
chr3R:5366951:5367301:-@chr3R:5367401:5368646:-	FBgn0037705	14.7335	0.035	NA	100	CI	NA	NA	0	1245	350	5954	25	18	11	20	41	74	2.888281	0.1411696	NA
chr2L:19409404:19409549:-@chr2L:19409612:19409703:-	FBgn0041789	115.6656	0.005	6	63	CI	9.8	7.5	0	91	145	8796	30	7	4	239	327	349	0.4245117	0.03346858	0.003636364
chr2R:3408456:3409186:+@chr2R:3409247:3410046:+	FBgn0033187	15.6004	0.015	6	61	CI	9.39	6.82	0	730	799	799	2	5	2	5	3	9	3.336719	0.1627628	0.07692308
chr2R:7916937:7917105:+@chr2R:7917169:7917910:+	FBgn0260012	25.63345	0.02	5	64	CI	6.43	5.55	0	168	741	4061	34	18	8	105	162	228	0.9052734	0.02883825	0.008403361
chr2R:3210281:3210461:-@chr2R:3210527:3210837:-	FBgn0033159	108.0082	0	20	66	CI	6.69	8.05	0	310	180	5032	22	15	11	88	147	136	1.076563	0.04617577	0.008695652
chr2L:12060587:12060803:-@chr2L:12060869:12062662:-	FBgn0027505	14.65169	0.02	3	66	CI	7.54	6.58	0	1793	216	2499	29	13	8	35	83	95	1.435156	0.03816835	0.02702703
chr2R:9744058:9744845:-@chr2R:9744915:9745848:-	FBgn0086356	88.3338	0.005	2	70	CI	9.89	5.57	0	933	787	1190	19	8	16	45	111	165	0.9898438	0.03286419	0.01724138
chr3R:5985531:5986748:-@chr3R:5986804:5987053:-	FBgn0037794	16.6584	0.035	1	56	CI	6.09	5.1	0	249	1217	1882	11	8	17	6	15	25	5.4875	0.2210527	0.1111111
chr2R:20771197:20771257:+@chr2R:20772049:20774667:+	FBgn0085442	63.04578	0.12	NA	792	CI	NA	NA	0	60	2618	4089	36	30	23	24	74	131	2.767969	0.109035	NA
chr2L:8191813:8192429:-@chr2L:8192492:8193064:-	FBgn0031995	27.15891	0.01	6	63	CI	5.46	5.92	0	572	616	1621	21	16	12	39	77	94	1.516406	0.04391644	0.01851852
chr3L:7233303:7233877:-@chr3L:7233955:7234041:-	FBgn0035753	2205.47	0	3	78	CI	9.16	11.09	0	86	574	574	69	59	32	717	831	1008	0.4131836	0.001915463	0.001239157
chr3R:27407330:27407677:+@chr3R:27407738:27407937:+	FBgn0003268	19.8744	0.05	3	61	CI	5.56	5.78	0	347	199	6228	19	20	6	64	92	88	1.428125	0.05136543	0.01428571
chrX:10986525:10986874:+@chrX:10986992:10988693:+	FBgn0027498	6.677534	0.035	NA	118	CI	NA	NA	0	349	1701	1988	20	26	11	20	42	60	2.687891	0.06601628	NA
chr3R:562903:562974:-@chr3R:563036:563100:-	FBgn0026620	138.1247	0.03	5	62	CI	4.22	5.83	0	64	71	3598	83	68	50	140	238	424	1.848047	0.04415764	0.005714286
chr3L:7966750:7967282:-@chr3L:7967401:7967658:-	FBgn0027554	34.2066	0.02	3	119	CI	5.3	5.54	0	257	532	1733	17	15	13	19	23	52	3.032813	0.05704327	0.03333333
chrX:18685179:18685277:+@chrX:18685334:18685492:+	FBgn0004462	8.358897	0.055	5	57	RI	8.73	NA	0	98	158	14756	18	14	7	12	57	65	3.559375	0.2677987	0.04545455
chr2R:15360501:15360684:+@chr2R:15360945:15361059:+	FBgn0260934	78.61057	0.045	8	261	CI	9.73	9.55	0	183	114	12246	37	19	6	39	91	151	2.405469	0.1637408	0.015625
chrX:16193309:16193504:+@chrX:16193573:16193758:+	FBgn0030735	12.93426	0.025	5	69	CI	10.2	NA	0	195	185	3768	10	8	3	21	58	56	1.168555	0.0646924	0.03333333
chr2L:13288680:13289090:+@chr2L:13289176:13289556:+	FBgn0032499	29.98516	0.02	5	86	CI	4.8	6.3	0	410	380	380	8	10	3	3	37	76	1.482813	0.0597	0.06666667
chr3L:14543098:14543259:-@chr3L:14543637:14544075:-	FBgn0036428	8.000795	0.02	1	378	CI	7.37	11.12	0	438	161	9222	20	34	16	86	94	133	2.169531	0.06188878	0.006849315
chr3R:26615347:26617098:-@chr3R:26617162:26617357:-	FBgn0011739	22.6771	0.01	7	64	CI	5.95	10.4	0	195	1751	1751	6	6	5	20	51	77	0.8998047	0.05117554	0.03846154
chrX:10485590:10486285:-@chrX:10486345:10486686:-	FBgn0001206	5.87409	0.03	3	60	CI	5.94	NA	0	341	695	1332	5	5	5	8	21	19	2.239453	0.1368804	0.08333333
chr3L:6068861:6069057:+@chr3L:6069123:6069193:+	FBgn0035675	207.4703	0	2	66	CI	6.18	5.26	0	196	70	235	11	11	7	11	13	20	3.634375	0.04688659	0.05263158
chrX:19381825:19382718:-@chrX:19382772:19383091:-	FBgn0020261	14.75759	0.045	6	54	CI	11	NA	0	319	893	2926	15	13	6	9	30	43	2.482813	0.08776347	0.09090909
chr2L:21116260:21116482:+@chr2L:21117871:21118134:+	FBgn0040297	11.77082	0.01	3	1389	CI	11.78	8.92	0	222	263	16384	9	6	0	22	52	78	1.564844	0.108963	0.03846154
chrX:2523509:2525313:+@chrX:2525398:2526314:+	FBgn0267350	18.39078	0.015	6	85	CI	10.75	NA	0	1804	916	2307	25	23	7	42	70	88	1.606445	0.02191701	0.02173913
chr3L:19801013:19801237:+@chr3L:19801300:19801784:+	FBgn0024889	44.5493	0.015	2	63	CI	7.88	7.46	0	224	484	2198	23	9	6	77	150	162	0.6698242	0.02265704	0.009345794
chr2R:17060049:17060330:+@chr2R:17060394:17060672:+	FBgn0261850	32.1522	0.015	6	64	CI	2.4	7.32	0	281	278	1615	12	9	1	22	33	60	1.116797	0.03998214	0.03030303
chr2R:12209940:12211296:+@chr2R:12211359:12211749:+	FBgn0034114	11.391	0.085	2	63	RI	3.99	5.53	0	1356	390	947	13	14	8	10	25	55	2.327734	0.09631744	0.07142857
chr3R:13433655:13433780:+@chr3R:13433862:13434263:+	FBgn0038524	25.48641	0.035	4	82	RI	10.67	10.65	0	125	401	401	4	4	3	9	27	46	0.9685547	0.05118124	0.08333333
chr2L:19779018:19779333:-@chr2L:19779400:19781025:-	FBgn0032821	10.49416	0.035	5	67	RI	7.39	4.36	0	1625	315	4459	29	13	7	51	93	61	1.581836	0.06638185	0.015625
chr3R:9906726:9906909:+@chr3R:9907029:9907153:+	FBgn0038197	43.06546	0.09	7	120	CI	8.83	0.09	0	183	124	6671	76	49	41	31	54	85	6.048438	0.1576176	0.02941176
chr2R:3401351:3402668:-@chr2R:3402725:3403087:-	FBgn0033185	17.9611	0.01	NA	57	CI	NA	NA	0	362	1317	1317	23	28	16	40	72	95	2.035938	0.03066502	NA
chr2R:123742:123867:-@chr2R:123918:124062:-	FBgn0262117	31.3085	0.06	8	51	RI	8.4	6.27	0	144	125	583	13	9	3	7	17	37	1.982031	0.04245361	0.09090909
chr3LHet:2263374:2263535:+@chr3LHet:2265174:2265363:+	FBgn0260987	98.09664	0.105	8	1639	CI	8.59	9.28	0	161	189	189	62	25	16	64	91	189	1.45293	0.02125306	0.0106383
chr3L:8276376:8276714:-@chr3L:8276873:8277104:-	FBgn0027569	44.67453	0.015	7	159	RI	9.35	7.71	0	231	338	1086	19	15	13	23	50	72	2.014063	0.03822934	0.04166667
chr3R:23088277:23089173:-@chr3R:23089457:23089777:-	FBgn0010328	63.60481	0.03	1	284	CI	0.87	9.75	1	320	896	6856	117	102	79	70	84	126	7.240625	0.1642847	0.007092199
chr3R:27408266:27408966:+@chr3R:27409027:27410294:+	FBgn0003268	19.8744	0.02	6	61	CI	0.65	5.82	0	700	1267	4939	15	11	5	18	29	25	2.737109	0.1703715	0.05
chr3L:9360477:9360711:+@chr3L:9361049:9361113:+	FBgn0035981	25.73091	0.075	1	338	CI	4.51	11.06	1	234	64	2351	14	12	18	20	78	79	2.005078	0.07185803	0.03846154
chr3L:7332564:7333870:+@chr3L:7333976:7334214:+	FBgn0011640	98.39025	0.18	1	106	CI	5.83	12.41	0	1306	238	1017	44	71	48	20	13	50	9.509375	0.119174	0.04
chr3L:12557999:12558139:-@chr3L:12564639:12565300:-	FBgn0036302	49.03234	0.01	2	6500	CI	10.47	11.25	1	661	140	27526	16	9	4	60	94	125	1.982031	0.1299836	0.02352941
chrX:15598158:15598439:+@chrX:15598626:15599764:+	FBgn0030671	26.82214	0.01	NA	187	CI	NA	NA	0	281	1138	1213	7	14	4	2	9	6	6.575	0.4572949	NA
chr3R:18555075:18555261:+@chr3R:18555332:18555481:+	FBgn0266409	50.84285	0.015	4	71	CI	9.22	6.19	0	186	149	2752	10	7	1	20	35	48	1.07793	0.0681979	0.04166667
chr3R:16121631:16121847:+@chr3R:16121922:16122221:+	FBgn0262582	21.83422	0.06	4	75	CI	1.85	7.39	0	216	299	7742	28	35	14	46	131	151	2.117188	0.1105072	0.01369863
chr2R:11088972:11089336:+@chr2R:11089399:11089632:+	FBgn0033996	29.16882	0.02	NA	63	CI	NA	NA	0	364	233	2572	12	12	11	19	46	83	1.786719	0.1151449	NA
chr3L:19578193:19578784:-@chr3L:19578849:19579103:-	FBgn0036887	104.5799	0.01	NA	65	CI	NA	NA	0	254	591	591	21	16	11	40	84	157	1.125391	0.03310579	NA
chr2R:3858279:3858687:-@chr2R:3858749:3859034:-	FBgn0033244	33.40769	0.01	2	62	CI	11.45	8.2	0	285	408	3053	50	31	21	69	137	209	1.662695	0.03694981	0.01041667
chr3L:8963048:8963523:+@chr3L:8963583:8963995:+	FBgn0035945	20.5396	0.015	4	60	CI	9.65	10.69	0	475	412	1269	10	3	1	20	37	52	0.7248047	0.03496755	0.05
chr3L:2786207:2791277:-@chr3L:2791432:2791945:-	FBgn0263392	27.5093	0.01	9	155	CI	9.1	7.06	0	513	5070	5070	71	44	26	57	113	142	2.85625	0.06682131	0.01204819
chr2L:16657499:16657952:+@chr2L:16658024:16663218:+	FBgn0259735	25.9455	0.02	6	72	CI	9.1	9.47	1	453	5194	5194	38	18	19	37	67	89	2.693359	0.09838389	0.01785714
chr3L:17231713:17233708:-@chr3L:17233763:17234158:-	FBgn0036702	88.6063	0.025	3	55	CI	10.08	10.14	0	395	1995	1995	46	72	32	57	117	171	2.64375	0.06200411	0.01315789
chr2L:18156342:18156568:+@chr2L:18156625:18156801:+	FBgn0032670	23.5636	0.01	2	57	RI	6.87	-0.03	0	226	176	537	13	8	8	8	13	21	3.685156	0.08737916	0.09090909
chr2R:13983787:13983983:+@chr2R:13984047:13984504:+	FBgn0034300	15.01767	0.025	NA	64	CI	NA	NA	0	196	457	4489	7	6	3	12	23	16	2.223438	0.1344987	NA
chrX:8334394:8334514:+@chrX:8334578:8334969:+	FBgn0030038	47.02579	0.01	4	64	RI	7.77	NA	0	120	391	719	16	7	7	7	46	55	1.689844	0.03555811	0.04347826
chr3L:19799195:19799337:+@chr3L:19799406:19799552:+	FBgn0036909	85.18656	0.165	1	69	CI	6.92	3.85	0	142	146	626	40	33	39	18	30	47	6.94375	0.1031267	0.03030303
chr2R:12914695:12914844:+@chr2R:12916178:12916526:+	FBgn0023172	38.72787	0.195	1	1334	CI	8.07	10.26	0	149	348	15980	86	117	90	23	59	94	14.3	0.5945313	0.02564103
