study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_aspera	sample_title
PRJNA275011	SAMN03338562	SRS841667	SRX870978	SRR1795675	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795675/SRR1795675_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795675/SRR1795675_2.fastq.gz	ClutchA_ribozero_3_hpf
PRJNA275011	SAMN03338543	SRS841680	SRX870979	SRR1795676	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795676/SRR1795676_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795676/SRR1795676_2.fastq.gz	ClutchA_ribozero_3.5_hpf
PRJNA275011	SAMN03338605	SRS841661	SRX870980	SRR1795677	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795677/SRR1795677_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795677/SRR1795677_2.fastq.gz	ClutchA_ribozero_4_hpf
PRJNA275011	SAMN03338602	SRS841660	SRX870981	SRR1795678	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795678/SRR1795678_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795678/SRR1795678_2.fastq.gz	ClutchA_ribozero_4.5_hpf
PRJNA275011	SAMN03338674	SRS841676	SRX870982	SRR1795679	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795679/SRR1795679_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795679/SRR1795679_2.fastq.gz	ClutchB_polyA_0_hpf
PRJNA275011	SAMN03338615	SRS841675	SRX870983	SRR1795680	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795680/SRR1795680_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795680/SRR1795680_2.fastq.gz	ClutchB_polyA_0.5_hpf
PRJNA275011	SAMN03338675	SRS841659	SRX870984	SRR1795681	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795681/SRR1795681_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795681/SRR1795681_2.fastq.gz	ClutchB_polyA_1_hpf
PRJNA275011	SAMN03338533	SRS841658	SRX870985	SRR1795682	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795682/SRR1795682_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795682/SRR1795682_2.fastq.gz	ClutchB_polyA_1.5_hpf
PRJNA275011	SAMN03338577	SRS841662	SRX870986	SRR1795683	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795683/SRR1795683_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795683/SRR1795683_2.fastq.gz	ClutchB_polyA_2_hpf
PRJNA275011	SAMN03338580	SRS841657	SRX870987	SRR1795684	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795684/SRR1795684_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795684/SRR1795684_2.fastq.gz	ClutchB_polyA_2.5_hpf
PRJNA275011	SAMN03338629	SRS841655	SRX870988	SRR1795685	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795685/SRR1795685_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795685/SRR1795685_2.fastq.gz	ClutchB_polyA_3_hpf
PRJNA275011	SAMN03338599	SRS841656	SRX870989	SRR1795686	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795686/SRR1795686_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795686/SRR1795686_2.fastq.gz	ClutchB_polyA_3.5_hpf
PRJNA275011	SAMN03338540	SRS841654	SRX870990	SRR1795687	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795687/SRR1795687_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795687/SRR1795687_2.fastq.gz	ClutchB_polyA_4_hpf
PRJNA275011	SAMN03338649	SRS841652	SRX870991	SRR1795688	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795688/SRR1795688_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795688/SRR1795688_2.fastq.gz	ClutchB_polyA_4.5_hpf
PRJNA275011	SAMN03338681	SRS841653	SRX870992	SRR1795689	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795689/SRR1795689_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795689/SRR1795689_2.fastq.gz	ClutchB_polyA_5_hpf
PRJNA275011	SAMN03338553	SRS841651	SRX870993	SRR1795690	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795690/SRR1795690_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795690/SRR1795690_2.fastq.gz	ClutchB_polyA_5.5_hpf
PRJNA275011	SAMN03338526	SRS841650	SRX870994	SRR1795691	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795691/SRR1795691_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795691/SRR1795691_2.fastq.gz	ClutchB_polyA_6_hpf
PRJNA275011	SAMN03338701	SRS841649	SRX870995	SRR1795692	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795692/SRR1795692_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795692/SRR1795692_2.fastq.gz	ClutchB_polyA_6.5_hpf
PRJNA275011	SAMN03338601	SRS841646	SRX870996	SRR1795693	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795693/SRR1795693_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795693/SRR1795693_2.fastq.gz	ClutchB_polyA_7_hpf
PRJNA275011	SAMN03338650	SRS841647	SRX870997	SRR1795694	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795694/SRR1795694_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795694/SRR1795694_2.fastq.gz	ClutchB_polyA_7.5_hpf
PRJNA275011	SAMN03338677	SRS841648	SRX870998	SRR1795695	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795695/SRR1795695_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795695/SRR1795695_2.fastq.gz	ClutchB_polyA_8_hpf
PRJNA275011	SAMN03338656	SRS841642	SRX870999	SRR1795696	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795696/SRR1795696_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795696/SRR1795696_2.fastq.gz	ClutchB_polyA_8.5_hpf
PRJNA275011	SAMN03338643	SRS841645	SRX871000	SRR1795697	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795697/SRR1795697_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795697/SRR1795697_2.fastq.gz	ClutchB_polyA_9_hpf
PRJNA275011	SAMN03338682	SRS841644	SRX871001	SRR1795698	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795698/SRR1795698_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795698/SRR1795698_2.fastq.gz	ClutchB_polyA_9.5_hpf
PRJNA275011	SAMN03338664	SRS841641	SRX871004	SRR1795701	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795701/SRR1795701_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795701/SRR1795701_2.fastq.gz	ClutchB_polyA_11_hpf
PRJNA275011	SAMN03338611	SRS841639	SRX871005	SRR1795702	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795702/SRR1795702_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795702/SRR1795702_2.fastq.gz	ClutchB_polyA_11.5_hpf
PRJNA275011	SAMN03338683	SRS841638	SRX871006	SRR1795703	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795703/SRR1795703_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795703/SRR1795703_2.fastq.gz	ClutchB_polyA_12_hpf
PRJNA275011	SAMN03338576	SRS841635	SRX871007	SRR1795704	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795704/SRR1795704_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795704/SRR1795704_2.fastq.gz	ClutchB_polyA_12.5_hpf
PRJNA275011	SAMN03338534	SRS841637	SRX871008	SRR1795705	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795705/SRR1795705_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795705/SRR1795705_2.fastq.gz	ClutchB_polyA_13_hpf
PRJNA275011	SAMN03338648	SRS841636	SRX871009	SRR1795706	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795706/SRR1795706_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795706/SRR1795706_2.fastq.gz	ClutchB_polyA_13.5_hpf
PRJNA275011	SAMN03338594	SRS841633	SRX871010	SRR1795707	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795707/SRR1795707_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795707/SRR1795707_2.fastq.gz	ClutchB_polyA_14_hpf
PRJNA275011	SAMN03338666	SRS841634	SRX871011	SRR1795708	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795708/SRR1795708_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795708/SRR1795708_2.fastq.gz	ClutchB_polyA_14.5_hpf
PRJNA275011	SAMN03338579	SRS841632	SRX871012	SRR1795709	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795709/SRR1795709_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795709/SRR1795709_2.fastq.gz	ClutchB_polyA_15_hpf
PRJNA275011	SAMN03338522	SRS841631	SRX871013	SRR1795710	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795710/SRR1795710_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795710/SRR1795710_2.fastq.gz	ClutchB_polyA_15.5_hpf
PRJNA275011	SAMN03338587	SRS841630	SRX871014	SRR1795711	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795711/SRR1795711_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795711/SRR1795711_2.fastq.gz	ClutchB_polyA_16_hpf
PRJNA275011	SAMN03338556	SRS841629	SRX871015	SRR1795712	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795712/SRR1795712_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795712/SRR1795712_2.fastq.gz	ClutchB_polyA_16.5_hpf
PRJNA275011	SAMN03338655	SRS841628	SRX871016	SRR1795713	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795713/SRR1795713_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795713/SRR1795713_2.fastq.gz	ClutchB_polyA_17_hpf
PRJNA275011	SAMN03338571	SRS841623	SRX871019	SRR1795716	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795716/SRR1795716_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795716/SRR1795716_2.fastq.gz	ClutchB_polyA_18.5_hpf
PRJNA275011	SAMN03338695	SRS841624	SRX871020	SRR1795717	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795717/SRR1795717_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795717/SRR1795717_2.fastq.gz	ClutchB_polyA_19_hpf
PRJNA275011	SAMN03338518	SRS841625	SRX871021	SRR1795718	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795718/SRR1795718_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795718/SRR1795718_2.fastq.gz	ClutchB_polyA_19.5_hpf
PRJNA275011	SAMN03338694	SRS841621	SRX871022	SRR1795719	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795719/SRR1795719_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795719/SRR1795719_2.fastq.gz	ClutchB_polyA_20_hpf
PRJNA275011	SAMN03338551	SRS841622	SRX871023	SRR1795720	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795720/SRR1795720_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795720/SRR1795720_2.fastq.gz	ClutchB_polyA_20.5_hpf
PRJNA275011	SAMN03338671	SRS841620	SRX871024	SRR1795721	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795721/SRR1795721_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795721/SRR1795721_2.fastq.gz	ClutchB_polyA_21_hpf
PRJNA275011	SAMN03338624	SRS841619	SRX871025	SRR1795722	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795722/SRR1795722_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795722/SRR1795722_2.fastq.gz	ClutchB_polyA_21.5_hpf
PRJNA275011	SAMN03338628	SRS841618	SRX871026	SRR1795723	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795723/SRR1795723_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795723/SRR1795723_2.fastq.gz	ClutchB_polyA_22_hpf
PRJNA275011	SAMN03338662	SRS841617	SRX871027	SRR1795724	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795724/SRR1795724_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795724/SRR1795724_2.fastq.gz	ClutchB_polyA_22.5_hpf
PRJNA275011	SAMN03338590	SRS841616	SRX871028	SRR1795725	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795725/SRR1795725_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795725/SRR1795725_2.fastq.gz	ClutchB_polyA_23_hpf
PRJNA275011	SAMN03338596	SRS841615	SRX871029	SRR1795726	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795726/SRR1795726_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795726/SRR1795726_2.fastq.gz	ClutchB_polyA_23.5_hpf
PRJNA275011	SAMN03338589	SRS841614	SRX871030	SRR1795727	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795727/SRR1795727_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795727/SRR1795727_2.fastq.gz	ClutchB_polyA_24_hpf
PRJNA275011	SAMN03338604	SRS841640	SRX871002	SRR2972862	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR297/002/SRR2972862/SRR2972862_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR297/002/SRR2972862/SRR2972862_2.fastq.gz	ClutchB_polyA_10_hpf
PRJNA275011	SAMN03338582	SRS841643	SRX871003	SRR2972863	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR297/003/SRR2972863/SRR2972863_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR297/003/SRR2972863/SRR2972863_2.fastq.gz	ClutchB_polyA_10.5_hpf
PRJNA275011	SAMN03338646	SRS841627	SRX871017	SRR2972864	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR297/004/SRR2972864/SRR2972864_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR297/004/SRR2972864/SRR2972864_2.fastq.gz	ClutchB_polyA_17.5_hpf
PRJNA275011	SAMN03338554	SRS841626	SRX871018	SRR2972865	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR297/005/SRR2972865/SRR2972865_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR297/005/SRR2972865/SRR2972865_2.fastq.gz	ClutchB_polyA_18_hpf
