study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_title
PRJEB12982	SAMEA3892100	ERS1079234	ERX1513109	ERR1442732	7955	Danio rerio	Illumina HiSeq 2500	16564926	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442732/ERR1442732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442732/ERR1442732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442732/ERR1442732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442732/ERR1442732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#82.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#82.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#82.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#82.cram.crai	ZMP_phenotype_131_C
PRJEB12982	SAMEA3892101	ERS1079235	ERX1513110	ERR1442733	7955	Danio rerio	Illumina HiSeq 2500	16564938	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442733/ERR1442733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442733/ERR1442733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442733/ERR1442733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442733/ERR1442733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#83.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#83.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#83.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#83.cram.crai	ZMP_phenotype_131_D
PRJEB12982	SAMEA3892102	ERS1079236	ERX1513111	ERR1442734	7955	Danio rerio	Illumina HiSeq 2500	16564950	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442734/ERR1442734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442734/ERR1442734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442734/ERR1442734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442734/ERR1442734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#84.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#84.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#84.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#84.cram.crai	ZMP_phenotype_131_E
PRJEB12982	SAMEA3892104	ERS1079238	ERX1513112	ERR1442735	7955	Danio rerio	Illumina HiSeq 2500	16564962	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442735/ERR1442735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442735/ERR1442735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442735/ERR1442735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442735/ERR1442735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#85.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#85.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#85.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#85.cram.crai	ZMP_phenotype_131_F
PRJEB12982	SAMEA3892105	ERS1079239	ERX1513113	ERR1442736	7955	Danio rerio	Illumina HiSeq 2500	16564974	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442736/ERR1442736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442736/ERR1442736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442736/ERR1442736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442736/ERR1442736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#86.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#86.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#86.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#86.cram.crai	ZMP_phenotype_133_B
PRJEB12982	SAMEA3892106	ERS1079240	ERX1513114	ERR1442737	7955	Danio rerio	Illumina HiSeq 2500	16564986	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442737/ERR1442737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442737/ERR1442737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442737/ERR1442737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442737/ERR1442737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#87.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#87.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#87.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#87.cram.crai	ZMP_phenotype_133_D
PRJEB12982	SAMEA3892107	ERS1079241	ERX1513115	ERR1442738	7955	Danio rerio	Illumina HiSeq 2500	16564998	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442738/ERR1442738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442738/ERR1442738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442738/ERR1442738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442738/ERR1442738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#88.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#88.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#88.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#88.cram.crai	ZMP_phenotype_133_E
PRJEB12982	SAMEA3892109	ERS1079243	ERX1513116	ERR1442739	7955	Danio rerio	Illumina HiSeq 2500	16564915	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442739/ERR1442739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442739/ERR1442739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442739/ERR1442739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442739/ERR1442739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#89.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#89.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#89.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#89.cram.crai	ZMP_phenotype_133_F
PRJEB12982	SAMEA3892110	ERS1079244	ERX1513117	ERR1442740	7955	Danio rerio	Illumina HiSeq 2500	16564927	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442740/ERR1442740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442740/ERR1442740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442740/ERR1442740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442740/ERR1442740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#90.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#90.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#90.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#90.cram.crai	ZMP_phenotype_133_G
PRJEB12982	SAMEA3892004	ERS1079138	ERX1513118	ERR1442741	7955	Danio rerio	Illumina HiSeq 2500	16564904	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442741/ERR1442741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442741/ERR1442741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442741/ERR1442741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442741/ERR1442741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#1.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#1.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#1.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#1.cram.crai	ZMP_phenotype_115_B
PRJEB12982	SAMEA3892005	ERS1079139	ERX1513119	ERR1442742	7955	Danio rerio	Illumina HiSeq 2500	16564916	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442742/ERR1442742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442742/ERR1442742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442742/ERR1442742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442742/ERR1442742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#2.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#2.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#2.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#2.cram.crai	ZMP_phenotype_115_C
PRJEB12982	SAMEA3892006	ERS1079140	ERX1513120	ERR1442743	7955	Danio rerio	Illumina HiSeq 2500	16564928	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442743/ERR1442743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442743/ERR1442743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442743/ERR1442743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442743/ERR1442743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#3.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#3.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#3.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#3.cram.crai	ZMP_phenotype_115_D
PRJEB12982	SAMEA3892007	ERS1079141	ERX1513121	ERR1442744	7955	Danio rerio	Illumina HiSeq 2500	16564940	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442744/ERR1442744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442744/ERR1442744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442744/ERR1442744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442744/ERR1442744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#4.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#4.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#4.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#4.cram.crai	ZMP_phenotype_115_E
PRJEB12982	SAMEA3892008	ERS1079142	ERX1513122	ERR1442745	7955	Danio rerio	Illumina HiSeq 2500	16564952	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442745/ERR1442745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442745/ERR1442745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442745/ERR1442745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442745/ERR1442745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#5.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#5.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#5.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#5.cram.crai	ZMP_phenotype_115_F
PRJEB12982	SAMEA3892009	ERS1079143	ERX1513123	ERR1442746	7955	Danio rerio	Illumina HiSeq 2500	16564964	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442746/ERR1442746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442746/ERR1442746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442746/ERR1442746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442746/ERR1442746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#6.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#6.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#6.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#6.cram.crai	ZMP_phenotype_116_A
PRJEB12982	SAMEA3892010	ERS1079144	ERX1513124	ERR1442747	7955	Danio rerio	Illumina HiSeq 2500	16564976	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442747/ERR1442747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442747/ERR1442747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442747/ERR1442747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442747/ERR1442747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#7.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#7.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#7.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#7.cram.crai	ZMP_phenotype_116_B
PRJEB12982	SAMEA3892011	ERS1079145	ERX1513125	ERR1442748	7955	Danio rerio	Illumina HiSeq 2500	16564988	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442748/ERR1442748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442748/ERR1442748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442748/ERR1442748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442748/ERR1442748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#8.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#8.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#8.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#8.cram.crai	ZMP_phenotype_116_C
PRJEB12982	SAMEA3892012	ERS1079146	ERX1513126	ERR1442749	7955	Danio rerio	Illumina HiSeq 2500	16564905	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442749/ERR1442749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442749/ERR1442749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442749/ERR1442749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442749/ERR1442749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#9.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#9.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#9.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#9.cram.crai	ZMP_phenotype_116_D
PRJEB12982	SAMEA3892013	ERS1079147	ERX1513127	ERR1442750	7955	Danio rerio	Illumina HiSeq 2500	16564917	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442750/ERR1442750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442750/ERR1442750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442750/ERR1442750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442750/ERR1442750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#10.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#10.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#10.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#10.cram.crai	ZMP_phenotype_116_F
PRJEB12982	SAMEA3892014	ERS1079148	ERX1513128	ERR1442751	7955	Danio rerio	Illumina HiSeq 2500	16564929	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442751/ERR1442751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442751/ERR1442751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442751/ERR1442751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442751/ERR1442751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#11.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#11.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#11.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#11.cram.crai	ZMP_phenotype_117_A
PRJEB12982	SAMEA3892015	ERS1079149	ERX1513129	ERR1442752	7955	Danio rerio	Illumina HiSeq 2500	16564941	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442752/ERR1442752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442752/ERR1442752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442752/ERR1442752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442752/ERR1442752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#12.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#12.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#12.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#12.cram.crai	ZMP_phenotype_117_C
PRJEB12982	SAMEA3892016	ERS1079150	ERX1513130	ERR1442753	7955	Danio rerio	Illumina HiSeq 2500	16564953	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442753/ERR1442753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442753/ERR1442753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442753/ERR1442753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442753/ERR1442753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#13.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#13.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#13.cram.crai	ZMP_phenotype_117_D
PRJEB12982	SAMEA3892017	ERS1079151	ERX1513131	ERR1442754	7955	Danio rerio	Illumina HiSeq 2500	16564965	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442754/ERR1442754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442754/ERR1442754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442754/ERR1442754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442754/ERR1442754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#14.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#14.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#14.cram.crai	ZMP_phenotype_117_E
PRJEB12982	SAMEA3892018	ERS1079152	ERX1513132	ERR1442755	7955	Danio rerio	Illumina HiSeq 2500	16564977	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442755/ERR1442755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442755/ERR1442755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442755/ERR1442755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442755/ERR1442755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#15.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#15.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#15.cram.crai	ZMP_phenotype_117_F
PRJEB12982	SAMEA3892019	ERS1079153	ERX1513133	ERR1442756	7955	Danio rerio	Illumina HiSeq 2500	16564989	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442756/ERR1442756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442756/ERR1442756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442756/ERR1442756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442756/ERR1442756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#16.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#16.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#16.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#16.cram.crai	ZMP_phenotype_118_B
PRJEB12982	SAMEA3892020	ERS1079154	ERX1513134	ERR1442757	7955	Danio rerio	Illumina HiSeq 2500	16564906	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442757/ERR1442757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442757/ERR1442757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442757/ERR1442757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442757/ERR1442757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#17.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#17.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#17.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#17.cram.crai	ZMP_phenotype_118_C
PRJEB12982	SAMEA3892021	ERS1079155	ERX1513135	ERR1442758	7955	Danio rerio	Illumina HiSeq 2500	16564918	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442758/ERR1442758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442758/ERR1442758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442758/ERR1442758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442758/ERR1442758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#18.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#18.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#18.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#18.cram.crai	ZMP_phenotype_118_D
PRJEB12982	SAMEA3892023	ERS1079157	ERX1513136	ERR1442759	7955	Danio rerio	Illumina HiSeq 2500	16564930	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442759/ERR1442759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442759/ERR1442759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442759/ERR1442759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442759/ERR1442759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#19.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#19.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#19.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_1#19.cram.crai	ZMP_phenotype_118_E
